words_typed,intelligibility_rating,audio,condition,cutoff,content,trial_index,fullcond,suj_id,scores,TSRatios,cond_names,colors
she has always loved history,5,1_11.wav,Anchor_fullyIntelligible,0,She has always loved history,133,Anchor_fullyIntelligible_0,8,17.857142857142858,100,Full,coral
#,1,filter_4_Inf_6_22.wav,Anchor_Temporal_unIntelligible,4,Another bites the dust,136,Anchor_Temporal_unIntelligible_4,8,0.0,0,T 4,lightsteelblue
two years,2,filter_12_Inf_frm01_s05.wav,Temporal,12,It's been about two years since Davey kept shotguns,139,Temporal_12,8,3.9215686274509802,30,T 12,cornflowerblue
#,1,filter_14_Inf_frm01_s07.wav,Temporal,14,Tina got cued to make a quicker escape,142,Temporal_14,8,0.0,0,T 14,royalblue
tooth fairy forgot to come tooth fell out,4,filter_14_Inf_frm01_s21.wav,Temporal,14,The tooth fairy forgot to come when Roger's tooth fell out,145,Temporal_14,8,12.068965517241379,83,T 14,royalblue
#### 1965,2,filter_Inf_0.4_1_54.wav,Anchor_Spectral_unIntelligible,0.4,They married in 1965,4,Anchor_Spectral_unIntelligible_0.4,9,5.0,33,S 0.4,limegreen
#####,1,filter_14_Inf_frm01_s15.wav,Temporal,14,Each untimely income loss coincided with the breakdown of a heating system part,7,Temporal_14,9,0.0,0,T 14,royalblue
##,1,filter_4_Inf_1_33.wav,Anchor_Temporal_unIntelligible,4,They decided to do it anyway,10,Anchor_Temporal_unIntelligible_4,9,0.0,0,T 4,lightsteelblue
Another bites the dust,7,6_22.wav,Anchor_fullyIntelligible,0,Another bites the dust,13,Anchor_fullyIntelligible_0,9,18.181818181818183,100,Full,coral
###,1,filter_Inf_0.4_6_41.wav,Anchor_Spectral_unIntelligible,0.4,I hope I'm not beeing reductive,16,Anchor_Spectral_unIntelligible_0.4,9,0.0,0,S 0.4,limegreen
Its the right thing to do,4,filter_Inf_0.4_1_73.wav,Anchor_Spectral_unIntelligible,0.4,This is the right thing to do,19,Anchor_Spectral_unIntelligible_0.4,9,17.24137931034483,89,S 0.4,limegreen
They played anywhere they could draw a crowd,7,1_34.wav,Anchor_fullyIntelligible,0,They played anywhere they could draw a crowd,22,Anchor_fullyIntelligible_0,9,15.909090909090908,100,Full,coral
Special task force rescued hostages from #,5,filter_Inf_1_frm01_s23.wav,Spectral,1,Special task forces rescue hostages from kidnappers,25,Spectral_1,9,7.8431372549019605,86,S 1,darkgreen
### holidays,2,filter_Inf_1_frm01_s18.wav,Spectral,1,Kindergarten children decorate their classrooms for all holidays,28,Spectral_1,9,1.5625,22,S 1,darkgreen
###Â more like,2,filter_Inf_0.8_frm01_s27.wav,Spectral,0.8,The fish began to leap frantically on the surface of the small lake,31,Spectral_0.8,9,0.0,18,S 0.8,forestgreen
#####,1,filter_Inf_0.8_frm01_s29.wav,Spectral,0.8,Brush fires are common in the dry underbrush of Nevada,34,Spectral_0.8,9,0.0,0,S 0.8,forestgreen
## without supervision ##,3,filter_Inf_1_frm01_s22.wav,Spectral,1,Alice's ability to work without supervision is noteworthy,37,Spectral_1,9,3.508771929824561,50,S 1,darkgreen
I did not know what to think of this fearsome woman,7,6_17.wav,Anchor_fullyIntelligible,0,I didn't know what to think of this fearsome woman,40,Anchor_fullyIntelligible_0,9,18.0,93,Full,coral
You will have loads of medical assistance,5,filter_14_Inf_frm01_s13.wav,Temporal,14,Call an ambulance for medical assistance,43,Temporal_14,9,5.0,54,T 14,royalblue
Grab the key to make a quick escape,4,filter_Inf_1_frm01_s07.wav,Spectral,1,Tina got cued to make a quicker escape,46,Spectral_1,9,10.526315789473683,71,S 1,darkgreen
Charlie #####,2,filter_14_Inf_frm01_s06.wav,Temporal,14,Charlie did you think to measure the tree,49,Temporal_14,9,2.4390243902439024,29,T 14,royalblue
#####,1,filter_Inf_0.8_frm01_s26.wav,Spectral,0.8,Laugh dance and sing if fortune smiles upon you,52,Spectral_0.8,9,0.0,0,S 0.8,forestgreen
Korean church ## hours,2,filter_Inf_0.8_frm01_s19.wav,Spectral,0.8,Cory and Trish played tag with beach balls for hours,55,Spectral_0.8,9,1.9230769230769231,34,S 0.8,forestgreen
######,1,filter_12_Inf_frm01_s12.wav,Temporal,12,A boring novel is a superb sleeping pill,58,Temporal_12,9,0.0,0,T 12,cornflowerblue
#### for affirmative action,3,filter_12_Inf_frm01_s17.wav,Temporal,12,The sermon emphasized the need for afirmative action,61,Temporal_12,9,3.8461538461538463,57,T 12,cornflowerblue
For the programme tomorrow arranged a meeting at two,5,filter_12_Inf_frm01_s24.wav,Temporal,12,If Carol comes tomorrow have her arrange for a meeting at two,64,Temporal_12,9,9.836065573770492,67,T 12,cornflowerblue
Don't ask me to carry out ##,4,filter_Inf_1_frm01_s11.wav,Spectral,1,Don't ask me to carry an oily rag like that,67,Spectral_1,9,11.627906976744185,71,S 1,darkgreen
### to buy a roof,3,filter_14_Inf_frm01_s14.wav,Temporal,14,We saw eight tiny icicles below our roof,70,Temporal_14,9,2.5,34,T 14,royalblue
It seems like it would be wise to act whilst the window was open,7,2_22.wav,Anchor_fullyIntelligible,0,It seems like we would be wiser to act while the window is open,73,Anchor_fullyIntelligible_0,9,15.873015873015872,93,Full,coral
It was ####,2,filter_Inf_1_frm01_s09.wav,Spectral,1,Here I was in Miami and Illinois,76,Spectral_1,9,3.125,26,S 1,darkgreen
#### recorded,2,filter_14_Inf_frm01_s25.wav,Temporal,14,Military personnel are expected to obey government orders,79,Temporal_14,9,0.0,22,T 14,royalblue
####,1,filter_14_Inf_frm01_s04.wav,Temporal,14,A fifth wheel caught speeding,82,Temporal_14,9,0.0,0,T 14,royalblue
#### purchase,2,filter_12_Inf_frm01_s16.wav,Temporal,12,Jeff thought you argued in favor of a centrifuge purchase,85,Temporal_12,9,1.7543859649122806,25,T 12,cornflowerblue
I know its not right,7,2_54.wav,Anchor_fullyIntelligible,0,And that was not right,88,Anchor_fullyIntelligible_0,9,9.090909090909092,52,Full,coral
We should ## naturally about appearance,3,filter_12_Inf_frm01_s31.wav,Temporal,12,Was she just naturally sloppy about everything but her physical appearance,91,Temporal_12,9,4.054054054054054,58,T 12,cornflowerblue
The easy going ###,2,filter_14_Inf_frm01_s28.wav,Temporal,14,The easygoing zoologist relaxed throughout the voyage,94,Temporal_14,9,1.8867924528301887,39,T 14,royalblue
It's been about two years since ##,3,filter_Inf_0.8_frm01_s05.wav,Spectral,0.8,It's been about two years since Davey kept shotguns,97,Spectral_0.8,9,11.76470588235294,76,S 0.8,forestgreen
######,1,filter_4_Inf_1_11.wav,Anchor_Temporal_unIntelligible,4,She has always loved history,100,Anchor_Temporal_unIntelligible_4,9,0.0,0,T 4,lightsteelblue
######,1,filter_4_Inf_1_74.wav,Anchor_Temporal_unIntelligible,4,Everyone's an influencer shes says,103,Anchor_Temporal_unIntelligible_4,9,0.0,0,T 4,lightsteelblue
It was quite a bit better I liked it,7,2_46.wav,Anchor_fullyIntelligible,0,It was quite a bit better I liked it,106,Anchor_fullyIntelligible_0,9,22.22222222222222,100,Full,coral
####,1,filter_12_Inf_frm01_s03.wav,Temporal,12,Play in the street up ahead,109,Temporal_12,9,0.0,0,T 12,cornflowerblue
#####,1,filter_Inf_0.8_frm01_s20.wav,Spectral,0.8,The frightened child was gently subdued by his big brother,112,Spectral_0.8,9,0.0,0,S 0.8,forestgreen
 The ####,2,filter_14_Inf_frm01_s02.wav,Temporal,14,Stop each car if it's little,115,Temporal_14,9,0.0,13,T 14,royalblue
### we helped each other,2,filter_Inf_0.4_1_37.wav,Anchor_Spectral_unIntelligible,0.4,We were a team and we helped each other,118,Anchor_Spectral_unIntelligible_0.4,9,10.256410256410255,68,S 0.4,limegreen
### modernising and redorating,3,filter_Inf_1_frm01_s30.wav,Spectral,1,How much will it cost to do any necessary modernizing and redecorating,121,Spectral_1,9,1.4285714285714286,52,S 1,darkgreen
######,1,filter_12_Inf_frm01_s01.wav,Temporal,12,If it doesn't matter who wins why do we keep score,124,Temporal_12,9,0.0,0,T 12,cornflowerblue
She has no recalection of this phone call,7,1_2.wav,Anchor_fullyIntelligible,0,she has no recollection ofthis phone call,127,Anchor_fullyIntelligible_0,9,12.195121951219512,85,Full,coral
###. judges,2,filter_12_Inf_frm01_s08.wav,Temporal,12,Joe books very few judges,130,Temporal_12,9,4.0,39,T 12,cornflowerblue
### water all year,2,filter_Inf_0.8_frm01_s10.wav,Spectral,0.8,She had your dark suit in greasy wash water all year,133,Spectral_0.8,9,5.769230769230769,42,S 0.8,forestgreen
####,1,filter_4_Inf_1_65.wav,Anchor_Temporal_unIntelligible,4,They exchanged gifts,136,Anchor_Temporal_unIntelligible_4,9,0.0,0,T 4,lightsteelblue
### building below ground level,3,filter_Inf_0.8_frm01_s33.wav,Spectral,0.8,The same shelter could be built into an embankment or below ground level,139,Spectral_0.8,9,4.166666666666666,51,S 0.8,forestgreen
I wouldnt say that I was counting on it but it could happen,7,2_33.wav,Anchor_fullyIntelligible,0,I wouldn't say I'm counting on it but it could happen,142,Anchor_fullyIntelligible_0,9,15.09433962264151,91,Full,coral
####,2,filter_Inf_1_frm01_s32.wav,Spectral,1,Is a relaxed home atmosphere enough to help her outgrow these traits,145,Spectral_1,9,0.0,0,S 1,darkgreen
These guys told you,2,filter_14_Inf_frm01_s28.wav,Temporal,14,The easygoing zoologist relaxed throughout the voyage,4,Temporal_14,10,0.0,33,T 14,royalblue
I do like parties though,7,2_45.wav,Anchor_fullyIntelligible,0,I do like parties though,7,Anchor_fullyIntelligible_0,10,20.833333333333336,100,Full,coral
They exchanged gifts,7,1_65.wav,Anchor_fullyIntelligible,0,They exchanged gifts,10,Anchor_fullyIntelligible_0,10,15.0,100,Full,coral
#,1,filter_Inf_0.4_6_22.wav,Anchor_Spectral_unIntelligible,0.4,Another bites the dust,13,Anchor_Spectral_unIntelligible_0.4,10,0.0,0,S 0.4,limegreen
#,1,filter_Inf_1_frm01_s21.wav,Spectral,1,The tooth fairy forgot to come when Roger's tooth fell out,16,Spectral_1,10,0.0,0,S 1,darkgreen
#,1,filter_Inf_0.4_2_46.wav,Anchor_Spectral_unIntelligible,0.4,It was quite a bit better I liked it,19,Anchor_Spectral_unIntelligible_0.4,10,0.0,0,S 0.4,limegreen
#,2,filter_12_Inf_frm01_s18.wav,Temporal,12,Kindergarten children decorate their classrooms for all holidays,22,Temporal_12,10,0.0,0,T 12,cornflowerblue
#,1,filter_Inf_1_frm01_s11.wav,Spectral,1,Don't ask me to carry an oily rag like that,25,Spectral_1,10,0.0,0,S 1,darkgreen
It been about two years,2,filter_Inf_1_frm01_s05.wav,Spectral,1,It's been about two years since Davey kept shotguns,28,Spectral_1,10,7.8431372549019605,62,S 1,darkgreen
have arranged for a meeting at 2,3,filter_14_Inf_frm01_s24.wav,Temporal,14,If Carol comes tomorrow have her arrange for a meeting at two,31,Temporal_14,10,8.19672131147541,62,T 14,royalblue
#,2,filter_Inf_1_frm01_s29.wav,Spectral,1,Brush fires are common in the dry underbrush of Nevada,34,Spectral_1,10,0.0,0,S 1,darkgreen
#,1,filter_4_Inf_1_74.wav,Anchor_Temporal_unIntelligible,4,Everyone's an influencer shes says,37,Anchor_Temporal_unIntelligible_4,10,0.0,0,T 4,lightsteelblue
#,1,filter_4_Inf_2_6.wav,Anchor_Temporal_unIntelligible,4,That's the ultimate awesome thing,40,Anchor_Temporal_unIntelligible_4,10,0.0,0,T 4,lightsteelblue
Tickled her brother Randy,5,1_1.wav,Anchor_fullyIntelligible,0,"she called her brother, Randy",43,Anchor_fullyIntelligible_0,10,6.896551724137931,72,Full,coral
#,2,filter_Inf_0.8_frm01_s20.wav,Spectral,0.8,The frightened child was gently subdued by his big brother,46,Spectral_0.8,10,0.0,0,S 0.8,forestgreen
#,3,filter_14_Inf_frm01_s14.wav,Temporal,14,We saw eight tiny icicles below our roof,49,Temporal_14,10,0.0,0,T 14,royalblue
This is the right thing to do.,2,filter_Inf_0.4_1_73.wav,Anchor_Spectral_unIntelligible,0.4,This is the right thing to do,52,Anchor_Spectral_unIntelligible_0.4,10,20.689655172413794,100,S 0.4,limegreen
#,3,filter_12_Inf_frm01_s25.wav,Temporal,12,Military personnel are expected to obey government orders,55,Temporal_12,10,0.0,0,T 12,cornflowerblue
#,2,filter_12_Inf_frm01_s13.wav,Temporal,12,Call an ambulance for medical assistance,58,Temporal_12,10,0.0,0,T 12,cornflowerblue
#,1,filter_Inf_0.8_frm01_s01.wav,Spectral,0.8,If it doesn't matter who wins why do we keep score,61,Spectral_0.8,10,0.0,0,S 0.8,forestgreen
They married in 1965,7,1_54.wav,Anchor_fullyIntelligible,0,They married in 1965,64,Anchor_fullyIntelligible_0,10,20.0,100,Full,coral
#,2,filter_14_Inf_frm01_s09.wav,Temporal,14,Here I was in Miami and Illinois,67,Temporal_14,10,0.0,0,T 14,royalblue
#,1,filter_Inf_1_frm01_s17.wav,Spectral,1,The sermon emphasized the need for afirmative action,70,Spectral_1,10,0.0,0,S 1,darkgreen
#,2,filter_Inf_0.8_frm01_s08.wav,Spectral,0.8,Joe books very few judges,73,Spectral_0.8,10,0.0,0,S 0.8,forestgreen
#,2,filter_Inf_1_frm01_s32.wav,Spectral,1,Is a relaxed home atmosphere enough to help her outgrow these traits,76,Spectral_1,10,0.0,0,S 1,darkgreen
#,1,filter_12_Inf_frm01_s07.wav,Temporal,12,Tina got cued to make a quicker escape,79,Temporal_12,10,0.0,0,T 12,cornflowerblue
building...below ground level,3,filter_12_Inf_frm01_s33.wav,Temporal,12,The same shelter could be built into an embankment or below ground level,82,Temporal_12,10,2.7777777777777777,51,T 12,cornflowerblue
#,1,filter_Inf_0.4_6_23.wav,Anchor_Spectral_unIntelligible,0.4,If love is something you cherish,85,Anchor_Spectral_unIntelligible_0.4,10,0.0,0,S 0.4,limegreen
Please report to me,2,filter_Inf_0.8_frm01_s04.wav,Spectral,0.8,A fifth wheel caught speeding,88,Spectral_0.8,10,0.0,25,S 0.8,forestgreen
"I wouldn't say I am counting on it, but it could happen",7,2_33.wav,Anchor_fullyIntelligible,0,I wouldn't say I'm counting on it but it could happen,91,Anchor_fullyIntelligible_0,10,16.9811320754717,95,Full,coral
#,1,filter_4_Inf_2_53.wav,Anchor_Temporal_unIntelligible,4,I may need to do something like that,94,Anchor_Temporal_unIntelligible_4,10,0.0,0,T 4,lightsteelblue
How much will it cost... modernising and redecorating,4,filter_Inf_1_frm01_s30.wav,Spectral,1,How much will it cost to do any necessary modernizing and redecorating,97,Spectral_1,10,8.571428571428571,82,S 1,darkgreen
#,2,filter_12_Inf_frm01_s12.wav,Temporal,12,A boring novel is a superb sleeping pill,100,Temporal_12,10,0.0,0,T 12,cornflowerblue
#,2,filter_Inf_0.8_frm01_s16.wav,Spectral,0.8,Jeff thought you argued in favor of a centrifuge purchase,103,Spectral_0.8,10,0.0,0,S 0.8,forestgreen
She has always loved history,7,1_11.wav,Anchor_fullyIntelligible,0,She has always loved history,106,Anchor_fullyIntelligible_0,10,17.857142857142858,100,Full,coral
#,2,filter_Inf_0.8_frm01_s26.wav,Spectral,0.8,Laugh dance and sing if fortune smiles upon you,109,Spectral_0.8,10,0.0,0,S 0.8,forestgreen
#,2,filter_Inf_1_frm01_s31.wav,Spectral,1,Was she just naturally sloppy about everything but her physical appearance,112,Spectral_1,10,0.0,0,S 1,darkgreen
#,1,filter_Inf_0.8_frm01_s06.wav,Spectral,0.8,Charlie did you think to measure the tree,115,Spectral_0.8,10,0.0,0,S 0.8,forestgreen
#,3,filter_12_Inf_frm01_s10.wav,Temporal,12,She had your dark suit in greasy wash water all year,118,Temporal_12,10,0.0,0,T 12,cornflowerblue
without supervision,2,filter_Inf_0.8_frm01_s22.wav,Spectral,0.8,Alice's ability to work without supervision is noteworthy,121,Spectral_0.8,10,3.508771929824561,50,S 0.8,forestgreen
with people for hours,4,filter_12_Inf_frm01_s19.wav,Temporal,12,Cory and Trish played tag with beach balls for hours,124,Temporal_12,10,5.769230769230769,49,T 12,cornflowerblue
#,2,filter_14_Inf_frm01_s02.wav,Temporal,14,Stop each car if it's little,127,Temporal_14,10,0.0,0,T 14,royalblue
#,1,filter_4_Inf_6_41.wav,Anchor_Temporal_unIntelligible,4,I hope I'm not beeing reductive,130,Anchor_Temporal_unIntelligible_4,10,0.0,0,T 4,lightsteelblue
she has no recollection of this phone call,6,1_2.wav,Anchor_fullyIntelligible,0,she has no recollection ofthis phone call,133,Anchor_fullyIntelligible_0,10,14.634146341463413,89,Full,coral
small,3,filter_14_Inf_frm01_s27.wav,Temporal,14,The fish began to leap frantically on the surface of the small lake,136,Temporal_14,10,1.4925373134328357,14,T 14,royalblue
ahead,3,filter_14_Inf_frm01_s03.wav,Temporal,14,Play in the street up ahead,139,Temporal_14,10,3.7037037037037033,31,T 14,royalblue
taskforce hostages,2,filter_14_Inf_frm01_s23.wav,Temporal,14,Special task forces rescue hostages from kidnappers,142,Temporal_14,10,1.9607843137254901,41,T 14,royalblue
And that was not right,7,2_54.wav,Anchor_fullyIntelligible,0,And that was not right,145,Anchor_fullyIntelligible_0,10,22.727272727272727,100,Full,coral
Arrange for me to get to,4,filter_12_Inf_frm01_s24.wav,Temporal,12,If Carol comes tomorrow have her arrange for a meeting at two,4,Temporal_12,11,3.278688524590164,52,T 12,cornflowerblue
#,1,filter_4_Inf_2_54.wav,Anchor_Temporal_unIntelligible,4,And that was not right,7,Anchor_Temporal_unIntelligible_4,11,0.0,0,T 4,lightsteelblue
Nothings the same,5,filter_14_Inf_frm01_s26.wav,Temporal,14,Laugh dance and sing if fortune smiles upon you,10,Temporal_14,11,0.0,38,T 14,royalblue
They played anywhere they could draw a crowd.,6,1_34.wav,Anchor_fullyIntelligible,0,They played anywhere they could draw a crowd,13,Anchor_fullyIntelligible_0,11,13.636363636363635,100,Full,coral
She has no recollection of this phone call,6,1_2.wav,Anchor_fullyIntelligible,0,she has no recollection ofthis phone call,16,Anchor_fullyIntelligible_0,11,14.634146341463413,89,Full,coral
I hope i'm not being reductive,5,6_41.wav,Anchor_fullyIntelligible,0,I hope I'm not beeing reductive,19,Anchor_fullyIntelligible_0,11,16.129032258064516,98,Full,coral
#,2,filter_Inf_0.8_frm01_s30.wav,Spectral,0.8,How much will it cost to do any necessary modernizing and redecorating,22,Spectral_0.8,11,0.0,0,S 0.8,forestgreen
#,2,filter_Inf_0.8_frm01_s01.wav,Spectral,0.8,If it doesn't matter who wins why do we keep score,25,Spectral_0.8,11,0.0,0,S 0.8,forestgreen
Traits,3,filter_14_Inf_frm01_s32.wav,Temporal,14,Is a relaxed home atmosphere enough to help her outgrow these traits,28,Temporal_14,11,1.4705882352941175,16,T 14,royalblue
level,2,filter_Inf_0.8_frm01_s33.wav,Spectral,0.8,The same shelter could be built into an embankment or below ground level,31,Spectral_0.8,11,1.3888888888888888,13,S 0.8,forestgreen
#,2,filter_14_Inf_frm01_s23.wav,Temporal,14,Special task forces rescue hostages from kidnappers,34,Temporal_14,11,0.0,0,T 14,royalblue
#,1,filter_Inf_1_frm01_s03.wav,Spectral,1,Play in the street up ahead,37,Spectral_1,11,0.0,0,S 1,darkgreen
#,1,filter_4_Inf_1_54.wav,Anchor_Temporal_unIntelligible,4,They married in 1965,40,Anchor_Temporal_unIntelligible_4,11,0.0,0,T 4,lightsteelblue
#,2,filter_Inf_1_frm01_s06.wav,Spectral,1,Charlie did you think to measure the tree,43,Spectral_1,11,0.0,0,S 1,darkgreen
#,1,filter_Inf_0.4_2_38.wav,Anchor_Spectral_unIntelligible,0.4,The same will happen in other countries,46,Anchor_Spectral_unIntelligible_0.4,11,0.0,0,S 0.4,limegreen
#,2,filter_14_Inf_frm01_s04.wav,Temporal,14,A fifth wheel caught speeding,49,Temporal_14,11,0.0,0,T 14,royalblue
packages,2,filter_12_Inf_frm01_s27.wav,Temporal,12,The fish began to leap frantically on the surface of the small lake,52,Temporal_12,11,0.0,13,T 12,cornflowerblue
it's been about two years since,4,filter_12_Inf_frm01_s05.wav,Temporal,12,It's been about two years since Davey kept shotguns,55,Temporal_12,11,11.76470588235294,76,T 12,cornflowerblue
supervision is,3,filter_Inf_0.8_frm01_s22.wav,Spectral,0.8,Alice's ability to work without supervision is noteworthy,58,Spectral_0.8,11,3.508771929824561,39,S 0.8,forestgreen
decorate the classrooms,4,filter_Inf_0.8_frm01_s18.wav,Spectral,0.8,Kindergarten children decorate their classrooms for all holidays,61,Spectral_0.8,11,3.125,53,S 0.8,forestgreen
The film brings out the colour and tensions of the time,6,1_10.wav,Anchor_fullyIntelligible,0,The film brings out all the tensions and colors of the time,64,Anchor_fullyIntelligible_0,11,13.559322033898304,95,Full,coral
I wouldn't say i'm counting on it but it could happen,7,2_33.wav,Anchor_fullyIntelligible,0,I wouldn't say I'm counting on it but it could happen,67,Anchor_fullyIntelligible_0,11,18.867924528301888,100,Full,coral
guys told you to,3,filter_12_Inf_frm01_s28.wav,Temporal,12,The easygoing zoologist relaxed throughout the voyage,70,Temporal_12,11,0.0,26,T 12,cornflowerblue
satisfaction,4,filter_14_Inf_frm01_s17.wav,Temporal,14,The sermon emphasized the need for afirmative action,73,Temporal_14,11,0.0,28,T 14,royalblue
big brother,3,filter_12_Inf_frm01_s20.wav,Temporal,12,The frightened child was gently subdued by his big brother,76,Temporal_12,11,3.4482758620689653,32,T 12,cornflowerblue
Don't ask me to carry your bags like that,4,filter_Inf_1_frm01_s11.wav,Spectral,1,Don't ask me to carry an oily rag like that,79,Spectral_1,11,16.27906976744186,76,S 1,darkgreen
She natural did something about single parents,5,filter_14_Inf_frm01_s31.wav,Temporal,14,Was she just naturally sloppy about everything but her physical appearance,82,Temporal_14,11,2.7027027027027026,45,T 14,royalblue
#,3,filter_12_Inf_frm01_s07.wav,Temporal,12,Tina got cued to make a quicker escape,85,Temporal_12,11,0.0,0,T 12,cornflowerblue
#,1,filter_4_Inf_2_6.wav,Anchor_Temporal_unIntelligible,4,That's the ultimate awesome thing,88,Anchor_Temporal_unIntelligible_4,11,0.0,0,T 4,lightsteelblue
beetles for hours,3,filter_Inf_1_frm01_s19.wav,Spectral,1,Cory and Trish played tag with beach balls for hours,91,Spectral_1,11,3.8461538461538463,38,S 1,darkgreen
If love is something you cherish,5,6_23.wav,Anchor_fullyIntelligible,0,If love is something you cherish,94,Anchor_fullyIntelligible_0,11,18.75,100,Full,coral
#,1,filter_4_Inf_1_74.wav,Anchor_Temporal_unIntelligible,4,Everyone's an influencer shes says,97,Anchor_Temporal_unIntelligible_4,11,0.0,0,T 4,lightsteelblue
#,1,filter_Inf_0.4_1_33.wav,Anchor_Spectral_unIntelligible,0.4,They decided to do it anyway,100,Anchor_Spectral_unIntelligible_0.4,11,0.0,0,S 0.4,limegreen
tooth fell out,4,filter_Inf_1_frm01_s21.wav,Spectral,1,The tooth fairy forgot to come when Roger's tooth fell out,103,Spectral_1,11,5.172413793103448,39,S 1,darkgreen
I didn't know what to think of this fearceful woman,6,6_17.wav,Anchor_fullyIntelligible,0,I didn't know what to think of this fearsome woman,106,Anchor_fullyIntelligible_0,11,18.0,93,Full,coral
breakdown of the heating system,5,filter_Inf_0.8_frm01_s15.wav,Spectral,0.8,Each untimely income loss coincided with the breakdown of a heating system part,109,Spectral_0.8,11,6.329113924050633,56,S 0.8,forestgreen
Stoppage,3,filter_Inf_1_frm01_s02.wav,Spectral,1,Stop each car if it's little,112,Spectral_1,11,0.0,22,S 1,darkgreen
Here was,4,filter_12_Inf_frm01_s09.wav,Temporal,12,Here I was in Miami and Illinois,115,Temporal_12,11,6.25,40,T 12,cornflowerblue
I do like parties though,7,2_45.wav,Anchor_fullyIntelligible,0,I do like parties though,118,Anchor_fullyIntelligible_0,11,20.833333333333336,100,Full,coral
expected to make orders,4,filter_Inf_0.8_frm01_s25.wav,Spectral,0.8,Military personnel are expected to obey government orders,121,Spectral_0.8,11,5.263157894736842,55,S 0.8,forestgreen
#,2,filter_Inf_1_frm01_s12.wav,Spectral,1,A boring novel is a superb sleeping pill,124,Spectral_1,11,0.0,0,S 1,darkgreen
argue purchase,3,filter_14_Inf_frm01_s16.wav,Temporal,14,Jeff thought you argued in favor of a centrifuge purchase,127,Temporal_14,11,1.7543859649122806,39,T 14,royalblue
#,1,filter_Inf_0.4_6_22.wav,Anchor_Spectral_unIntelligible,0.4,Another bites the dust,130,Anchor_Spectral_unIntelligible_0.4,11,0.0,0,S 0.4,limegreen
medical assistance,3,filter_Inf_1_frm01_s13.wav,Spectral,1,Call an ambulance for medical assistance,133,Spectral_1,11,5.0,62,S 1,darkgreen
#,1,filter_Inf_0.4_2_46.wav,Anchor_Spectral_unIntelligible,0.4,It was quite a bit better I liked it,136,Anchor_Spectral_unIntelligible_0.4,11,0.0,0,S 0.4,limegreen
#,1,filter_Inf_0.8_frm01_s29.wav,Spectral,0.8,Brush fires are common in the dry underbrush of Nevada,139,Spectral_0.8,11,0.0,0,S 0.8,forestgreen
Don't be taking grudges,4,filter_12_Inf_frm01_s08.wav,Temporal,12,Joe books very few judges,142,Temporal_12,11,0.0,46,T 12,cornflowerblue
all year,3,filter_14_Inf_frm01_s10.wav,Temporal,14,She had your dark suit in greasy wash water all year,145,Temporal_14,11,3.8461538461538463,27,T 14,royalblue
