words_typed,intelligibility_rating,audio,condition,cutoff,content,trial_index,fullcond,suj_id,scores,TSRatios,cond_names,colors
Special task forces rescue from kidnappers,2,filter_Inf_0.4_frm01_s23.wav,Spectral,0.4,Special task forces rescue hostages from kidnappers,31,Spectral_0.4,4,11.76470588235294,90,S 0.4,forestgreen
"It was quite a bit better, I liked it",6,2_46.wav,Anchor_fullyIntelligible,0,It was quite a bit better I liked it,34,Anchor_fullyIntelligible_0,4,19.444444444444446,100,Full,coral
She had your dark suit in greasy wash water all year,2,filter_Inf_0.5_frm01_s10.wav,Spectral,0.5,She had your dark suit in greasy wash water all year,37,Spectral_0.5,4,21.153846153846153,100,S 0.5,darkgreen
#,1,filter_2_Inf_1_2.wav,Anchor_Temporal_unIntelligible,2,she has no recollection ofthis phone call,40,Anchor_Temporal_unIntelligible_2,4,0.0,0,T 2,lightsteelblue
I didn't know what to think of this fearsome woman,6,6_17.wav,Anchor_fullyIntelligible,0,I didn't know what to think of this fearsome woman,43,Anchor_fullyIntelligible_0,4,20.0,100,Full,coral
#,1,filter_Inf_0.2_2_22.wav,Anchor_Spectral_unIntelligible,0.2,It seems like we would be wiser to act while the window is open,46,Anchor_Spectral_unIntelligible_0.2,4,0.0,0,S 0.2,limegreen
How much would it cost to do modernising and redecorating,3,filter_Inf_0.4_frm01_s30.wav,Spectral,0.4,How much will it cost to do any necessary modernizing and redecorating,49,Spectral_0.4,4,11.428571428571429,83,S 0.4,forestgreen
with your assistance,2,filter_6_Inf_frm01_s13.wav,Temporal,6,Call an ambulance for medical assistance,52,Temporal_6,4,2.5,47,T 6,royalblue
Was naturally appearance,2,filter_5.5_Inf_frm01_s31.wav,Temporal,5.5,Was she just naturally sloppy about everything but her physical appearance,55,Temporal_5.5,4,4.054054054054054,49,T 5.5,cornflowerblue
#,1,filter_2_Inf_6_23.wav,Anchor_Temporal_unIntelligible,2,If love is something you cherish,58,Anchor_Temporal_unIntelligible_2,4,0.0,0,T 2,lightsteelblue
The fish began to frantically on the surface of the small lake,2,filter_Inf_0.4_frm01_s27.wav,Spectral,0.4,The fish began to leap frantically on the surface of the small lake,61,Spectral_0.4,4,14.925373134328357,96,S 0.4,forestgreen
Dan asked me to carry ,2,filter_Inf_0.4_frm01_s11.wav,Spectral,0.4,Don't ask me to carry an oily rag like that,64,Spectral_0.4,4,6.976744186046512,56,S 0.4,forestgreen
#,1,filter_Inf_0.2_2_54.wav,Anchor_Spectral_unIntelligible,0.2,And that was not right,67,Anchor_Spectral_unIntelligible_0.2,4,0.0,0,S 0.2,limegreen
Income heating system fast,2,filter_5.5_Inf_frm01_s15.wav,Temporal,5.5,Each untimely income loss coincided with the breakdown of a heating system part,70,Temporal_5.5,4,3.79746835443038,44,T 5.5,cornflowerblue
Jess thought centrifuge,2,filter_6_Inf_frm01_s16.wav,Temporal,6,Jeff thought you argued in favor of a centrifuge purchase,73,Temporal_6,4,3.508771929824561,55,T 6,royalblue
The easy-going zoologist relaxed throughout the voyage,4,filter_Inf_0.5_frm01_s28.wav,Spectral,0.5,The easygoing zoologist relaxed throughout the voyage,76,Spectral_0.5,4,9.433962264150944,99,S 0.5,darkgreen
Played beachball with tag for hours,2,filter_Inf_0.5_frm01_s19.wav,Spectral,0.5,Cory and Trish played tag with beach balls for hours,79,Spectral_0.5,4,9.615384615384617,71,S 0.5,darkgreen
Here we children decorate classrooms for all holidays,3,filter_6_Inf_frm01_s18.wav,Temporal,6,Kindergarten children decorate their classrooms for all holidays,82,Temporal_6,4,9.375,80,T 6,royalblue
We were a team and we helped each other,6,1_37.wav,Anchor_fullyIntelligible,0,We were a team and we helped each other,85,Anchor_fullyIntelligible_0,4,20.51282051282051,100,Full,coral
#,1,filter_5.5_Inf_frm01_s03.wav,Temporal,5.5,Play in the street up ahead,88,Temporal_5.5,4,0.0,0,T 5.5,cornflowerblue
The salmon emphasised the need for affirmative action,4,filter_Inf_0.5_frm01_s17.wav,Spectral,0.5,The sermon emphasized the need for afirmative action,91,Spectral_0.5,4,7.6923076923076925,93,S 0.5,darkgreen
"If cow comes tomorrow, I've arranged for a meeting at two",5,filter_Inf_0.5_frm01_s24.wav,Spectral,0.5,If Carol comes tomorrow have her arrange for a meeting at two,94,Spectral_0.5,4,11.475409836065573,80,S 0.5,darkgreen
#,1,filter_2_Inf_6_22.wav,Anchor_Temporal_unIntelligible,2,Another bites the dust,97,Anchor_Temporal_unIntelligible_2,4,0.0,0,T 2,lightsteelblue
A war novel is a ,2,filter_5.5_Inf_frm01_s12.wav,Temporal,5.5,A boring novel is a superb sleeping pill,100,Temporal_5.5,4,7.5,50,T 5.5,cornflowerblue
"Love, dance and sing is",3,filter_6_Inf_frm01_s26.wav,Temporal,6,Laugh dance and sing if fortune smiles upon you,103,Temporal_6,4,6.382978723404255,52,T 6,royalblue
#,1,filter_2_Inf_2_53.wav,Anchor_Temporal_unIntelligible,2,I may need to do something like that,106,Anchor_Temporal_unIntelligible_2,4,0.0,0,T 2,lightsteelblue
They exchanged gifts,7,1_65.wav,Anchor_fullyIntelligible,0,They exchanged gifts,109,Anchor_fullyIntelligible_0,4,15.0,100,Full,coral
They decided to do it anyway,7,1_33.wav,Anchor_fullyIntelligible,0,They decided to do it anyway,112,Anchor_fullyIntelligible_0,4,21.428571428571427,100,Full,coral
I hope I'm not being reductive,7,6_41.wav,Anchor_fullyIntelligible,0,I hope I'm not beeing reductive,115,Anchor_fullyIntelligible_0,4,16.129032258064516,98,Full,coral
Personnel are expected to obey orders,4,filter_6_Inf_frm01_s25.wav,Temporal,6,Military personnel are expected to obey government orders,118,Temporal_6,4,10.526315789473683,79,T 6,royalblue
Here I was in Miami,2,filter_5.5_Inf_frm01_s09.wav,Temporal,5.5,Here I was in Miami and Illinois,121,Temporal_5.5,4,15.625,75,T 5.5,cornflowerblue
Jo looked judges,2,filter_Inf_0.4_frm01_s08.wav,Spectral,0.4,Joe books very few judges,124,Spectral_0.4,4,4.0,54,S 0.4,forestgreen
The shelter can be built into the embankment or below ground level,5,filter_Inf_0.4_frm01_s33.wav,Spectral,0.4,The same shelter could be built into an embankment or below ground level,127,Spectral_0.4,4,13.88888888888889,87,S 0.4,forestgreen
#,1,filter_Inf_0.2_1_73.wav,Anchor_Spectral_unIntelligible,0.2,This is the right thing to do,130,Anchor_Spectral_unIntelligible_0.2,4,0.0,0,S 0.2,limegreen
We tiny icicles below our roof,2,filter_Inf_0.4_frm01_s14.wav,Spectral,0.4,We saw eight tiny icicles below our roof,133,Spectral_0.4,4,15.0,86,S 0.4,forestgreen
They played anywhere they could draw a crowd,7,1_34.wav,Anchor_fullyIntelligible,0,They played anywhere they could draw a crowd,136,Anchor_fullyIntelligible_0,4,15.909090909090908,100,Full,coral
#,1,filter_Inf_0.2_1_74.wav,Anchor_Spectral_unIntelligible,0.2,Everyone's an influencer shes says,139,Anchor_Spectral_unIntelligible_0.2,4,0.0,0,S 0.2,limegreen
I do like parties though,7,2_45.wav,Anchor_fullyIntelligible,0,I do like parties though,142,Anchor_fullyIntelligible_0,4,20.833333333333336,100,Full,coral
The frightened child was very subdued by his brother,5,filter_Inf_0.5_frm01_s20.wav,Spectral,0.5,The frightened child was gently subdued by his big brother,145,Spectral_0.5,4,13.793103448275861,85,S 0.5,darkgreen
#,1,filter_2_Inf_2_54.wav,Anchor_Temporal_unIntelligible,2,And that was not right,4,Anchor_Temporal_unIntelligible_2,5,0.0,0,T 2,lightsteelblue
#,1,filter_5.5_Inf_frm01_s04.wav,Temporal,5.5,A fifth wheel caught speeding,7,Temporal_5.5,5,0.0,0,T 5.5,cornflowerblue
"you, his life",2,filter_6_Inf_frm01_s09.wav,Temporal,6,Here I was in Miami and Illinois,10,Temporal_6,5,0.0,27,T 6,royalblue
for my birthday,2,filter_6_Inf_frm01_s07.wav,Temporal,6,Tina got cued to make a quicker escape,13,Temporal_6,5,0.0,23,T 6,royalblue
#,1,filter_5.5_Inf_frm01_s29.wav,Temporal,5.5,Brush fires are common in the dry underbrush of Nevada,16,Temporal_5.5,5,0.0,0,T 5.5,cornflowerblue
#,1,filter_6_Inf_frm01_s25.wav,Temporal,6,Military personnel are expected to obey government orders,19,Temporal_6,5,0.0,0,T 6,royalblue
things,2,filter_5.5_Inf_frm01_s03.wav,Temporal,5.5,Play in the street up ahead,22,Temporal_5.5,5,0.0,24,T 5.5,cornflowerblue
the frightened child was subdued my his big brother,3,filter_Inf_0.4_frm01_s20.wav,Spectral,0.4,The frightened child was gently subdued by his big brother,25,Spectral_0.4,5,13.793103448275861,88,S 0.4,forestgreen
another one bites the dust,7,6_22.wav,Anchor_fullyIntelligible,0,Another bites the dust,28,Anchor_fullyIntelligible_0,5,18.181818181818183,92,Full,coral
"it was quite a bit better, I liked it",7,2_46.wav,Anchor_fullyIntelligible,0,It was quite a bit better I liked it,31,Anchor_fullyIntelligible_0,5,19.444444444444446,100,Full,coral
numbers,1,filter_5.5_Inf_frm01_s23.wav,Temporal,5.5,Special task forces rescue hostages from kidnappers,34,Temporal_5.5,5,0.0,14,T 5.5,cornflowerblue
control,1,filter_Inf_0.2_1_34.wav,Anchor_Spectral_unIntelligible,0.2,They played anywhere they could draw a crowd,37,Anchor_Spectral_unIntelligible_0.2,5,0.0,20,S 0.2,limegreen
we    tiny   on our route,3,filter_Inf_0.5_frm01_s14.wav,Spectral,0.5,We saw eight tiny icicles below our roof,40,Spectral_0.5,5,7.5,53,S 0.5,darkgreen
the same will happen in other countries,7,2_38.wav,Anchor_fullyIntelligible,0,The same will happen in other countries,43,Anchor_fullyIntelligible_0,5,17.94871794871795,100,Full,coral
#,1,filter_Inf_0.2_1_2.wav,Anchor_Spectral_unIntelligible,0.2,she has no recollection ofthis phone call,46,Anchor_Spectral_unIntelligible_0.2,5,0.0,0,S 0.2,limegreen
need for action,2,filter_5.5_Inf_frm01_s17.wav,Temporal,5.5,The sermon emphasized the need for afirmative action,49,Temporal_5.5,5,5.769230769230769,45,T 5.5,cornflowerblue
"if it doesnt matter who wins, why do we keep score",6,filter_Inf_0.5_frm01_s01.wav,Spectral,0.5,If it doesn't matter who wins why do we keep score,52,Spectral_0.5,5,18.0,97,S 0.5,darkgreen
they decided to do it anyway,7,1_33.wav,Anchor_fullyIntelligible,0,They decided to do it anyway,55,Anchor_fullyIntelligible_0,5,21.428571428571427,100,Full,coral
#,1,filter_Inf_0.4_frm01_s08.wav,Spectral,0.4,Joe books very few judges,58,Spectral_0.4,5,0.0,0,S 0.4,forestgreen
stop   little,2,filter_Inf_0.5_frm01_s02.wav,Spectral,0.5,Stop each car if it's little,61,Spectral_0.5,5,7.142857142857142,56,S 0.5,darkgreen
I do like parties though,7,2_45.wav,Anchor_fullyIntelligible,0,I do like parties though,64,Anchor_fullyIntelligible_0,5,20.833333333333336,100,Full,coral
asked me  like that,2,filter_Inf_0.4_frm01_s11.wav,Spectral,0.4,Don't ask me to carry an oily rag like that,67,Spectral_0.4,5,6.976744186046512,56,S 0.4,forestgreen
the fish began to leap frantically on the surface of the small lake,5,filter_Inf_0.5_frm01_s27.wav,Spectral,0.5,The fish began to leap frantically on the surface of the small lake,70,Spectral_0.5,5,16.417910447761194,100,S 0.5,darkgreen
#,1,filter_6_Inf_frm01_s26.wav,Temporal,6,Laugh dance and sing if fortune smiles upon you,73,Temporal_6,5,0.0,0,T 6,royalblue
#,1,filter_Inf_0.2_6_17.wav,Anchor_Spectral_unIntelligible,0.2,I didn't know what to think of this fearsome woman,76,Anchor_Spectral_unIntelligible_0.2,5,0.0,0,S 0.2,limegreen
relaxed throughout the voyage,2,filter_Inf_0.5_frm01_s28.wav,Spectral,0.5,The easygoing zoologist relaxed throughout the voyage,79,Spectral_0.5,5,7.547169811320755,71,S 0.5,darkgreen
loss in income coincided with,2,filter_Inf_0.4_frm01_s15.wav,Spectral,0.4,Each untimely income loss coincided with the breakdown of a heating system part,82,Spectral_0.4,5,5.063291139240507,54,S 0.4,forestgreen
level,1,filter_6_Inf_frm01_s33.wav,Temporal,6,The same shelter could be built into an embankment or below ground level,85,Temporal_6,5,1.3888888888888888,13,T 6,royalblue
#,1,filter_2_Inf_6_41.wav,Anchor_Temporal_unIntelligible,2,I hope I'm not beeing reductive,88,Anchor_Temporal_unIntelligible_2,5,0.0,0,T 2,lightsteelblue
relaxing atmosphere and drinks,2,filter_6_Inf_frm01_s32.wav,Temporal,6,Is a relaxed home atmosphere enough to help her outgrow these traits,91,Temporal_6,5,1.4705882352941175,47,T 6,royalblue
#,1,filter_5.5_Inf_frm01_s30.wav,Temporal,5.5,How much will it cost to do any necessary modernizing and redecorating,94,Temporal_5.5,5,0.0,0,T 5.5,cornflowerblue
#,1,filter_Inf_0.2_1_10.wav,Anchor_Spectral_unIntelligible,0.2,The film brings out all the tensions and colors of the time,97,Anchor_Spectral_unIntelligible_0.2,5,0.0,0,S 0.2,limegreen
all year,3,filter_5.5_Inf_frm01_s10.wav,Temporal,5.5,She had your dark suit in greasy wash water all year,100,Temporal_5.5,5,3.8461538461538463,27,T 5.5,cornflowerblue
they exchanged gifts,7,1_65.wav,Anchor_fullyIntelligible,0,They exchanged gifts,103,Anchor_fullyIntelligible_0,5,15.0,100,Full,coral
#,1,filter_2_Inf_1_73.wav,Anchor_Temporal_unIntelligible,2,This is the right thing to do,106,Anchor_Temporal_unIntelligible_2,5,0.0,0,T 2,lightsteelblue
kindergarten children their classrooms for all holidays,4,filter_Inf_0.4_frm01_s18.wav,Spectral,0.4,Kindergarten children decorate their classrooms for all holidays,109,Spectral_0.4,5,10.9375,92,S 0.4,forestgreen
i have arranged for a meeting at 2,5,filter_Inf_0.5_frm01_s24.wav,Spectral,0.5,If Carol comes tomorrow have her arrange for a meeting at two,112,Spectral_0.5,5,8.19672131147541,65,S 0.5,darkgreen
#,1,filter_2_Inf_1_54.wav,Anchor_Temporal_unIntelligible,2,They married in 1965,115,Anchor_Temporal_unIntelligible_2,5,0.0,0,T 2,lightsteelblue
the tooth fairy forgot to come when Rodgers tooth fell out,5,filter_Inf_0.5_frm01_s21.wav,Spectral,0.5,The tooth fairy forgot to come when Roger's tooth fell out,118,Spectral_0.5,5,15.517241379310345,98,S 0.5,darkgreen
she has always loved history,7,1_11.wav,Anchor_fullyIntelligible,0,She has always loved history,121,Anchor_fullyIntelligible_0,5,17.857142857142858,100,Full,coral
we were a team and we helped each other,7,1_37.wav,Anchor_fullyIntelligible,0,We were a team and we helped each other,124,Anchor_fullyIntelligible_0,5,20.51282051282051,100,Full,coral
#,1,filter_Inf_0.4_frm01_s12.wav,Spectral,0.4,A boring novel is a superb sleeping pill,127,Spectral_0.4,5,0.0,0,S 0.4,forestgreen
beach ball for hours,2,filter_Inf_0.4_frm01_s19.wav,Spectral,0.4,Cory and Trish played tag with beach balls for hours,130,Spectral_0.4,5,5.769230769230769,56,S 0.4,forestgreen
#,1,filter_Inf_0.4_frm01_s06.wav,Spectral,0.4,Charlie did you think to measure the tree,133,Spectral_0.4,5,0.0,0,S 0.4,forestgreen
call an ambulance medical assistance,6,filter_Inf_0.5_frm01_s13.wav,Spectral,0.5,Call an ambulance for medical assistance,136,Spectral_0.5,5,12.5,95,S 0.5,darkgreen
#,1,filter_6_Inf_frm01_s22.wav,Temporal,6,Alice's ability to work without supervision is noteworthy,139,Temporal_6,5,0.0,0,T 6,royalblue
favour,2,filter_5.5_Inf_frm01_s16.wav,Temporal,5.5,Jeff thought you argued in favor of a centrifuge purchase,142,Temporal_5.5,5,0.0,19,T 5.5,cornflowerblue
#,1,filter_6_Inf_frm01_s31.wav,Temporal,6,Was she just naturally sloppy about everything but her physical appearance,145,Temporal_6,5,0.0,0,T 6,royalblue
#,1,filter_Inf_0.2_6_41.wav,Anchor_Spectral_unIntelligible,0.2,I hope I'm not beeing reductive,4,Anchor_Spectral_unIntelligible_0.2,6,0.0,0,S 0.2,limegreen
#,1,filter_2_Inf_2_46.wav,Anchor_Temporal_unIntelligible,2,It was quite a bit better I liked it,7,Anchor_Temporal_unIntelligible_2,6,0.0,0,T 2,lightsteelblue
its been about two years since ,3,filter_Inf_0.5_frm01_s05.wav,Spectral,0.5,It's been about two years since Davey kept shotguns,10,Spectral_0.5,6,9.803921568627452,74,S 0.5,darkgreen
#,1,filter_6_Inf_frm01_s03.wav,Temporal,6,Play in the street up ahead,13,Temporal_6,6,0.0,0,T 6,royalblue
another one bites the dust,7,6_22.wav,Anchor_fullyIntelligible,0,Another bites the dust,16,Anchor_fullyIntelligible_0,6,18.181818181818183,92,Full,coral
#,1,filter_Inf_0.2_1_2.wav,Anchor_Spectral_unIntelligible,0.2,she has no recollection ofthis phone call,19,Anchor_Spectral_unIntelligible_0.2,6,0.0,0,S 0.2,limegreen
their is certain things,2,filter_5.5_Inf_frm01_s17.wav,Temporal,5.5,The sermon emphasized the need for afirmative action,22,Temporal_5.5,6,0.0,40,T 5.5,cornflowerblue
#,1,filter_5.5_Inf_frm01_s15.wav,Temporal,5.5,Each untimely income loss coincided with the breakdown of a heating system part,25,Temporal_5.5,6,0.0,0,T 5.5,cornflowerblue
#,1,filter_2_Inf_6_23.wav,Anchor_Temporal_unIntelligible,2,If love is something you cherish,28,Anchor_Temporal_unIntelligible_2,6,0.0,0,T 2,lightsteelblue
do not,2,filter_5.5_Inf_frm01_s07.wav,Temporal,5.5,Tina got cued to make a quicker escape,31,Temporal_5.5,6,0.0,23,T 5.5,cornflowerblue
"if it doesnt matter who wins, why do we keep score?",4,filter_Inf_0.4_frm01_s01.wav,Spectral,0.4,If it doesn't matter who wins why do we keep score,34,Spectral_0.4,6,16.0,97,S 0.4,forestgreen
a boring novel is a superb sleeping pill,4,filter_Inf_0.5_frm01_s12.wav,Spectral,0.5,A boring novel is a superb sleeping pill,37,Spectral_0.5,6,17.5,100,S 0.5,darkgreen
#,1,filter_6_Inf_frm01_s04.wav,Temporal,6,A fifth wheel caught speeding,40,Temporal_6,6,0.0,0,T 6,royalblue
#,1,filter_2_Inf_1_34.wav,Anchor_Temporal_unIntelligible,2,They played anywhere they could draw a crowd,43,Anchor_Temporal_unIntelligible_2,6,0.0,0,T 2,lightsteelblue
dog,1,filter_Inf_0.4_frm01_s10.wav,Spectral,0.4,She had your dark suit in greasy wash water all year,46,Spectral_0.4,6,0.0,7,S 0.4,forestgreen
she has always loved history,7,1_11.wav,Anchor_fullyIntelligible,0,She has always loved history,49,Anchor_fullyIntelligible_0,6,17.857142857142858,100,Full,coral
they married in 1965,7,1_54.wav,Anchor_fullyIntelligible,0,They married in 1965,52,Anchor_fullyIntelligible_0,6,20.0,100,Full,coral
the same shelter could be built into an embankment or below ground level,4,filter_Inf_0.5_frm01_s33.wav,Spectral,0.5,The same shelter could be built into an embankment or below ground level,55,Spectral_0.5,6,18.055555555555554,100,S 0.5,darkgreen
how much would it cost to do and necessary modernising and redecorating ,4,filter_Inf_0.4_frm01_s30.wav,Spectral,0.4,How much will it cost to do any necessary modernizing and redecorating,58,Spectral_0.4,6,12.857142857142856,94,S 0.4,forestgreen
i do like parties tho,7,2_45.wav,Anchor_fullyIntelligible,0,I do like parties though,61,Anchor_fullyIntelligible_0,6,16.666666666666664,93,Full,coral
big brother,2,filter_5.5_Inf_frm01_s20.wav,Temporal,5.5,The frightened child was gently subdued by his big brother,64,Temporal_5.5,6,3.4482758620689653,32,T 5.5,cornflowerblue
children classrooms for holidays,2,filter_Inf_0.4_frm01_s18.wav,Spectral,0.4,Kindergarten children decorate their classrooms for all holidays,67,Spectral_0.4,6,6.25,67,S 0.4,forestgreen
naturally sloppy about everything but her physical appearance ,3,filter_Inf_0.5_frm01_s31.wav,Spectral,0.5,Was she just naturally sloppy about everything but her physical appearance,70,Spectral_0.5,6,10.81081081081081,90,S 0.5,darkgreen
ambulance medical assistance ,3,filter_Inf_0.4_frm01_s13.wav,Spectral,0.4,Call an ambulance for medical assistance,73,Spectral_0.4,6,7.5,82,S 0.4,forestgreen
we were a team and we helped each other,7,1_37.wav,Anchor_fullyIntelligible,0,We were a team and we helped each other,76,Anchor_fullyIntelligible_0,6,20.51282051282051,100,Full,coral
#,1,filter_6_Inf_frm01_s25.wav,Temporal,6,Military personnel are expected to obey government orders,79,Temporal_6,6,0.0,0,T 6,royalblue
and that was not right,7,2_54.wav,Anchor_fullyIntelligible,0,And that was not right,82,Anchor_fullyIntelligible_0,6,22.727272727272727,100,Full,coral
do you think,2,filter_Inf_0.5_frm01_s06.wav,Spectral,0.5,Charlie did you think to measure the tree,85,Spectral_0.5,6,4.878048780487805,42,S 0.5,darkgreen
#,1,filter_5.5_Inf_frm01_s28.wav,Temporal,5.5,The easygoing zoologist relaxed throughout the voyage,88,Temporal_5.5,6,0.0,0,T 5.5,cornflowerblue
a relaxed home atmosphere ,2,filter_Inf_0.4_frm01_s32.wav,Spectral,0.4,Is a relaxed home atmosphere enough to help her outgrow these traits,91,Spectral_0.4,6,5.88235294117647,54,S 0.4,forestgreen
"she called her brother,randy",7,1_1.wav,Anchor_fullyIntelligible,0,"she called her brother, Randy",94,Anchor_fullyIntelligible_0,6,10.344827586206897,100,Full,coral
laugh dance and sing and fortune smiles upon you,5,filter_Inf_0.5_frm01_s26.wav,Spectral,0.5,Laugh dance and sing if fortune smiles upon you,97,Spectral_0.5,6,17.02127659574468,93,S 0.5,darkgreen
#,1,filter_2_Inf_2_38.wav,Anchor_Temporal_unIntelligible,2,The same will happen in other countries,100,Anchor_Temporal_unIntelligible_2,6,0.0,0,T 2,lightsteelblue
small lake,2,filter_6_Inf_frm01_s27.wav,Temporal,6,The fish began to leap frantically on the surface of the small lake,103,Temporal_6,6,2.9850746268656714,26,T 6,royalblue
without supervision ,2,filter_6_Inf_frm01_s22.wav,Temporal,6,Alice's ability to work without supervision is noteworthy,106,Temporal_6,6,3.508771929824561,50,T 6,royalblue
"I wouldn't say im counting on it, but it could happen",7,2_33.wav,Anchor_fullyIntelligible,0,I wouldn't say I'm counting on it but it could happen,109,Anchor_fullyIntelligible_0,6,16.9811320754717,97,Full,coral
#,1,filter_6_Inf_frm01_s16.wav,Temporal,6,Jeff thought you argued in favor of a centrifuge purchase,112,Temporal_6,6,0.0,0,T 6,royalblue
#,1,filter_Inf_0.2_6_17.wav,Anchor_Spectral_unIntelligible,0.2,I didn't know what to think of this fearsome woman,115,Anchor_Spectral_unIntelligible_0.2,6,0.0,0,S 0.2,limegreen
special task forces rescue hostages from kidnappers ,4,filter_Inf_0.5_frm01_s23.wav,Spectral,0.5,Special task forces rescue hostages from kidnappers,118,Spectral_0.5,6,13.725490196078432,100,S 0.5,darkgreen
for hours,2,filter_5.5_Inf_frm01_s19.wav,Temporal,5.5,Cory and Trish played tag with beach balls for hours,121,Temporal_5.5,6,3.8461538461538463,30,T 5.5,cornflowerblue
the tooth fairy ,2,filter_5.5_Inf_frm01_s21.wav,Temporal,5.5,The tooth fairy forgot to come when Roger's tooth fell out,124,Temporal_5.5,6,5.172413793103448,41,T 5.5,cornflowerblue
time,1,filter_Inf_0.2_1_10.wav,Anchor_Spectral_unIntelligible,0.2,The film brings out all the tensions and colors of the time,127,Anchor_Spectral_unIntelligible_0.2,6,1.694915254237288,13,S 0.2,limegreen
here i was,2,filter_6_Inf_frm01_s09.wav,Temporal,6,Here I was in Miami and Illinois,130,Temporal_6,6,9.375,48,T 6,royalblue
stop,1,filter_Inf_0.4_frm01_s02.wav,Spectral,0.4,Stop each car if it's little,133,Spectral_0.4,6,3.571428571428571,25,S 0.4,forestgreen
common,1,filter_6_Inf_frm01_s29.wav,Temporal,6,Brush fires are common in the dry underbrush of Nevada,136,Temporal_6,6,1.8518518518518516,20,T 6,royalblue
tiny icicles below our roof,2,filter_Inf_0.5_frm01_s14.wav,Spectral,0.5,We saw eight tiny icicles below our roof,139,Spectral_0.5,6,12.5,81,S 0.5,darkgreen
#,1,filter_5.5_Inf_frm01_s08.wav,Temporal,5.5,Joe books very few judges,142,Temporal_5.5,6,0.0,0,T 5.5,cornflowerblue
don't ask me to carry you wont like that,2,filter_Inf_0.4_frm01_s11.wav,Spectral,0.4,Don't ask me to carry an oily rag like that,145,Spectral_0.4,6,16.27906976744186,75,S 0.4,forestgreen
reason to,2,filter_5.5_Inf_frm01_s24.wav,Temporal,5.5,If Carol comes tomorrow have her arrange for a meeting at two,4,Temporal_5.5,7,0.0,26,T 5.5,cornflowerblue
everything about your physical appearance,2,filter_Inf_0.5_frm01_s31.wav,Spectral,0.5,Was she just naturally sloppy about everything but her physical appearance,7,Spectral_0.5,7,5.405405405405405,66,S 0.5,darkgreen
on the surface of the small lake,3,filter_6_Inf_frm01_s27.wav,Temporal,6,The fish began to leap frantically on the surface of the small lake,10,Temporal_6,7,8.955223880597014,65,T 6,royalblue
make a quicker escape,2,filter_6_Inf_frm01_s07.wav,Temporal,6,Tina got cued to make a quicker escape,13,Temporal_6,7,10.526315789473683,71,T 6,royalblue
#,1,filter_Inf_0.4_frm01_s21.wav,Spectral,0.4,The tooth fairy forgot to come when Roger's tooth fell out,16,Spectral_0.4,7,0.0,0,S 0.4,forestgreen
emphasised the need for affirmative action,3,filter_Inf_0.4_frm01_s17.wav,Spectral,0.4,The sermon emphasized the need for afirmative action,19,Spectral_0.4,7,7.6923076923076925,85,S 0.4,forestgreen
everyone's an influencer she says,7,1_74.wav,Anchor_fullyIntelligible,0,Everyone's an influencer shes says,22,Anchor_fullyIntelligible_0,7,11.76470588235294,99,Full,coral
purchase,2,filter_6_Inf_frm01_s16.wav,Temporal,6,Jeff thought you argued in favor of a centrifuge purchase,25,Temporal_6,7,1.7543859649122806,25,T 6,royalblue
this is the right thing to do,7,1_73.wav,Anchor_fullyIntelligible,0,This is the right thing to do,28,Anchor_fullyIntelligible_0,7,24.137931034482758,100,Full,coral
#,1,filter_2_Inf_1_10.wav,Anchor_Temporal_unIntelligible,2,The film brings out all the tensions and colors of the time,31,Anchor_Temporal_unIntelligible_2,7,0.0,0,T 2,lightsteelblue
here I was in miami and illinois,6,filter_Inf_0.5_frm01_s09.wav,Spectral,0.5,Here I was in Miami and Illinois,34,Spectral_0.5,7,21.875,100,S 0.5,darkgreen
the same shelter could be built into an embankment or below ground level,5,filter_Inf_0.5_frm01_s33.wav,Spectral,0.5,The same shelter could be built into an embankment or below ground level,37,Spectral_0.5,7,18.055555555555554,100,S 0.5,darkgreen
they decided to do it anyway,7,1_33.wav,Anchor_fullyIntelligible,0,They decided to do it anyway,40,Anchor_fullyIntelligible_0,7,21.428571428571427,100,Full,coral
function of the structure,4,filter_Inf_0.2_1_2.wav,Anchor_Spectral_unIntelligible,0.2,she has no recollection ofthis phone call,43,Anchor_Spectral_unIntelligible_0.2,7,0.0,36,S 0.2,limegreen
if it doesn't matter who wins? why do we keep score?,6,filter_Inf_0.4_frm01_s01.wav,Spectral,0.4,If it doesn't matter who wins why do we keep score,46,Spectral_0.4,7,18.0,100,S 0.4,forestgreen
stopped charged as little,3,filter_5.5_Inf_frm01_s02.wav,Temporal,5.5,Stop each car if it's little,49,Temporal_5.5,7,3.571428571428571,60,T 5.5,cornflowerblue
income loss coincided with the breakdown,3,filter_5.5_Inf_frm01_s15.wav,Temporal,5.5,Each untimely income loss coincided with the breakdown of a heating system part,52,Temporal_5.5,7,7.59493670886076,67,T 5.5,cornflowerblue
#,2,filter_6_Inf_frm01_s29.wav,Temporal,6,Brush fires are common in the dry underbrush of Nevada,55,Temporal_6,7,0.0,0,T 6,royalblue
special task forces rescue hostages from kidnappers,4,filter_5.5_Inf_frm01_s23.wav,Temporal,5.5,Special task forces rescue hostages from kidnappers,58,Temporal_5.5,7,13.725490196078432,100,T 5.5,cornflowerblue
