words_typed,intelligibility_rating,audio,condition,cutoff,content,trial_index,fullcond,suj_id,scores,TSRatios,cond_names,colors
so,1,filter_5.5_Inf_frm01_s06.wav,Temporal,5.5,Charlie did you think to measure the tree,10,Temporal_5.5,3,0.0,9,T 5.5,cornflowerblue
move frantically on the surface of the small lake,5,filter_Inf_0.5_frm01_s27.wav,Spectral,0.5,The fish began to leap frantically on the surface of the small lake,13,Spectral_0.5,3,10.44776119402985,79,S 0.5,darkgreen
children decorate their classrooms for all holidays,5,filter_Inf_0.5_frm01_s18.wav,Spectral,0.5,Kindergarten children decorate their classrooms for all holidays,16,Spectral_0.5,3,10.9375,89,S 0.5,darkgreen
its been about two years since David kept shot guns,6,filter_Inf_0.5_frm01_s05.wav,Spectral,0.5,It's been about two years since Davey kept shotguns,19,Spectral_0.5,3,11.76470588235294,84,S 0.5,darkgreen
Call and ambulance and medical assisstance,6,filter_Inf_0.5_frm01_s13.wav,Spectral,0.5,Call an ambulance for medical assistance,22,Spectral_0.5,3,7.5,88,S 0.5,darkgreen
use for,1,filter_5.5_Inf_frm01_s01.wav,Temporal,5.5,If it doesn't matter who wins why do we keep score,25,Temporal_5.5,3,0.0,18,T 5.5,cornflowerblue
#,1,filter_5.5_Inf_frm01_s14.wav,Temporal,5.5,We saw eight tiny icicles below our roof,28,Temporal_5.5,3,0.0,0,T 5.5,cornflowerblue
#,1,filter_6_Inf_frm01_s22.wav,Temporal,6,Alice's ability to work without supervision is noteworthy,31,Temporal_6,3,0.0,0,T 6,royalblue
This is the right thing to do,7,1_73.wav,Anchor_fullyIntelligible,0,This is the right thing to do,34,Anchor_fullyIntelligible_0,3,24.137931034482758,100,Full,coral
i hope i'm not being reductive,7,6_41.wav,Anchor_fullyIntelligible,0,I hope I'm not beeing reductive,37,Anchor_fullyIntelligible_0,3,16.129032258064516,98,Full,coral
special taskforces rescue hostages from kidnappers,6,filter_6_Inf_frm01_s23.wav,Temporal,6,Special task forces rescue hostages from kidnappers,40,Temporal_6,3,9.803921568627452,87,T 6,royalblue
#,1,filter_Inf_0.2_1_54.wav,Anchor_Spectral_unIntelligible,0.2,They married in 1965,43,Anchor_Spectral_unIntelligible_0.2,3,0.0,0,S 0.2,limegreen
#,1,filter_Inf_0.4_frm01_s21.wav,Spectral,0.4,The tooth fairy forgot to come when Roger's tooth fell out,46,Spectral_0.4,3,0.0,0,S 0.4,forestgreen
need for affirmative action,3,filter_Inf_0.4_frm01_s17.wav,Spectral,0.4,The sermon emphasized the need for afirmative action,49,Spectral_0.4,3,5.769230769230769,66,S 0.4,forestgreen
dont ask me to carry,3,filter_Inf_0.4_frm01_s11.wav,Spectral,0.4,Don't ask me to carry an oily rag like that,52,Spectral_0.4,3,9.30232558139535,60,S 0.4,forestgreen
#,2,filter_Inf_0.5_frm01_s29.wav,Spectral,0.5,Brush fires are common in the dry underbrush of Nevada,55,Spectral_0.5,3,0.0,0,S 0.5,darkgreen
#,1,filter_Inf_0.2_2_45.wav,Anchor_Spectral_unIntelligible,0.2,I do like parties though,58,Anchor_Spectral_unIntelligible_0.2,3,0.0,0,S 0.2,limegreen
They played anywhere they could draw a crowd,7,1_34.wav,Anchor_fullyIntelligible,0,They played anywhere they could draw a crowd,61,Anchor_fullyIntelligible_0,3,15.909090909090908,100,Full,coral
ball for hours,3,filter_Inf_0.4_frm01_s19.wav,Spectral,0.4,Cory and Trish played tag with beach balls for hours,64,Spectral_0.4,3,3.8461538461538463,42,S 0.4,forestgreen
hell was ,2,filter_5.5_Inf_frm01_s24.wav,Temporal,5.5,If Carol comes tomorrow have her arrange for a meeting at two,67,Temporal_5.5,3,0.0,12,T 5.5,cornflowerblue
big brother,2,filter_6_Inf_frm01_s20.wav,Temporal,6,The frightened child was gently subdued by his big brother,70,Temporal_6,3,3.4482758620689653,32,T 6,royalblue
redecorating ,2,filter_5.5_Inf_frm01_s30.wav,Temporal,5.5,How much will it cost to do any necessary modernizing and redecorating,73,Temporal_5.5,3,1.4285714285714286,29,T 5.5,cornflowerblue
love,1,filter_5.5_Inf_frm01_s26.wav,Temporal,5.5,Laugh dance and sing if fortune smiles upon you,76,Temporal_5.5,3,0.0,8,T 5.5,cornflowerblue
the same shelter can be built below ground level,4,filter_Inf_0.4_frm01_s33.wav,Spectral,0.4,The same shelter could be built into an embankment or below ground level,79,Spectral_0.4,3,11.11111111111111,80,S 0.4,forestgreen
it seemed to be wise to act whilst the window was still open,7,2_22.wav,Anchor_fullyIntelligible,0,It seems like we would be wiser to act while the window is open,82,Anchor_fullyIntelligible_0,3,11.11111111111111,75,Full,coral
i didn't know what to think if this fearsome woman,7,6_17.wav,Anchor_fullyIntelligible,0,I didn't know what to think of this fearsome woman,85,Anchor_fullyIntelligible_0,3,18.0,94,Full,coral
breakdown of system part,4,filter_Inf_0.4_frm01_s15.wav,Spectral,0.4,Each untimely income loss coincided with the breakdown of a heating system part,88,Spectral_0.4,3,5.063291139240507,47,S 0.4,forestgreen
seeing your,3,filter_6_Inf_frm01_s07.wav,Temporal,6,Tina got cued to make a quicker escape,91,Temporal_6,3,0.0,29,T 6,royalblue
relaxed around the voyage,3,filter_Inf_0.5_frm01_s28.wav,Spectral,0.5,The easygoing zoologist relaxed throughout the voyage,94,Spectral_0.5,3,5.660377358490567,56,S 0.5,darkgreen
#,1,filter_2_Inf_1_37.wav,Anchor_Temporal_unIntelligible,2,We were a team and we helped each other,97,Anchor_Temporal_unIntelligible_2,3,0.0,0,T 2,lightsteelblue
Everyone's an influencer she says,7,1_74.wav,Anchor_fullyIntelligible,0,Everyone's an influencer shes says,100,Anchor_fullyIntelligible_0,3,11.76470588235294,99,Full,coral
#,1,filter_Inf_0.2_1_65.wav,Anchor_Spectral_unIntelligible,0.2,They exchanged gifts,103,Anchor_Spectral_unIntelligible_0.2,3,0.0,0,S 0.2,limegreen
parents,2,filter_6_Inf_frm01_s31.wav,Temporal,6,Was she just naturally sloppy about everything but her physical appearance,106,Temporal_6,3,0.0,17,T 6,royalblue
up ahead,2,filter_6_Inf_frm01_s03.wav,Temporal,6,Play in the street up ahead,109,Temporal_6,3,7.4074074074074066,46,T 6,royalblue
#,1,filter_2_Inf_2_21.wav,Anchor_Temporal_unIntelligible,2,The answer is in technology,112,Anchor_Temporal_unIntelligible_2,3,0.0,0,T 2,lightsteelblue
#,1,filter_6_Inf_frm01_s25.wav,Temporal,6,Military personnel are expected to obey government orders,115,Temporal_6,3,0.0,0,T 6,royalblue
#,1,filter_2_Inf_2_53.wav,Anchor_Temporal_unIntelligible,2,I may need to do something like that,118,Anchor_Temporal_unIntelligible_2,3,0.0,0,T 2,lightsteelblue
the film brings around all the tensions and colour of that time,7,1_10.wav,Anchor_fullyIntelligible,0,The film brings out all the tensions and colors of the time,121,Anchor_fullyIntelligible_0,3,13.559322033898304,87,Full,coral
boy,1,filter_Inf_0.4_frm01_s12.wav,Spectral,0.4,A boring novel is a superb sleeping pill,124,Spectral_0.4,3,0.0,9,S 0.4,forestgreen
#,1,filter_6_Inf_frm01_s04.wav,Temporal,6,A fifth wheel caught speeding,127,Temporal_6,3,0.0,0,T 6,royalblue
#,1,filter_2_Inf_6_22.wav,Anchor_Temporal_unIntelligible,2,Another bites the dust,130,Anchor_Temporal_unIntelligible_2,3,0.0,0,T 2,lightsteelblue
there was,2,filter_5.5_Inf_frm01_s09.wav,Temporal,5.5,Here I was in Miami and Illinois,133,Temporal_5.5,3,3.125,39,T 5.5,cornflowerblue
she had your dog,2,filter_Inf_0.5_frm01_s10.wav,Spectral,0.5,She had your dark suit in greasy wash water all year,136,Spectral_0.5,3,5.769230769230769,44,S 0.5,darkgreen
it was quite a bit better i liked it,7,2_46.wav,Anchor_fullyIntelligible,0,It was quite a bit better I liked it,139,Anchor_fullyIntelligible_0,3,22.22222222222222,100,Full,coral
it was a relaxed enough atmosphere to help her outgrow these traits,5,filter_Inf_0.5_frm01_s32.wav,Spectral,0.5,Is a relaxed home atmosphere enough to help her outgrow these traits,142,Spectral_0.5,3,14.705882352941178,92,S 0.5,darkgreen
stop little,3,filter_Inf_0.4_frm01_s02.wav,Spectral,0.4,Stop each car if it's little,145,Spectral_0.4,3,7.142857142857142,56,S 0.4,forestgreen
common,1,filter_6_Inf_frm01_s29.wav,Temporal,6,Brush fires are common in the dry underbrush of Nevada,4,Temporal_6,4,1.8518518518518516,20,T 6,royalblue
it is very tooth fell out,2,filter_Inf_0.5_frm01_s21.wav,Spectral,0.5,The tooth fairy forgot to come when Roger's tooth fell out,7,Spectral_0.5,4,5.172413793103448,46,S 0.5,darkgreen
wind who for,1,filter_5.5_Inf_frm01_s01.wav,Temporal,5.5,If it doesn't matter who wins why do we keep score,10,Temporal_5.5,4,2.0,35,T 5.5,cornflowerblue
It's been about two years since David kept shotguns,3,filter_Inf_0.5_frm01_s05.wav,Spectral,0.5,It's been about two years since Davey kept shotguns,13,Spectral_0.5,4,15.686274509803921,96,S 0.5,darkgreen
will cost you,1,filter_6_Inf_frm01_s04.wav,Temporal,6,A fifth wheel caught speeding,16,Temporal_6,4,0.0,24,T 6,royalblue
Charlie you tree,2,filter_5.5_Inf_frm01_s06.wav,Temporal,5.5,Charlie did you think to measure the tree,19,Temporal_5.5,4,7.317073170731707,56,T 5.5,cornflowerblue
television is no,2,filter_5.5_Inf_frm01_s22.wav,Temporal,5.5,Alice's ability to work without supervision is noteworthy,22,Temporal_5.5,4,1.7543859649122806,38,T 5.5,cornflowerblue
A relaxed home atmosphere and nothing can outgrow these traits,2,filter_6_Inf_frm01_s32.wav,Temporal,6,Is a relaxed home atmosphere enough to help her outgrow these traits,25,Temporal_6,4,10.294117647058822,77,T 6,royalblue
Stop its car,1,filter_Inf_0.4_frm01_s02.wav,Spectral,0.4,Stop each car if it's little,28,Spectral_0.4,4,7.142857142857142,60,S 0.4,forestgreen
