words_typed,intelligibility_rating,audio,condition,cutoff,content,trial_index,fullcond,suj_id,scores,TSRatios,cond_names,colors
#,1,filter_Inf_0.4_1_1.wav,Anchor_Spectral_unIntelligible,0.4,"she called her brother, Randy",79,Anchor_Spectral_unIntelligible_0.4,2,0.0,0,S 0.4,limegreen
special task forces rescue hostages from # ,3,filter_Inf_1.5_frm01_s23.wav,Spectral,1.5,Special task forces rescue hostages from kidnappers,82,Spectral_1.5,2,11.76470588235294,88,S 1.5,darkgreen
the answer is in technology ,7,2_21.wav,Anchor_fullyIntelligible,0,The answer is in technology,85,Anchor_fullyIntelligible_0,2,18.51851851851852,100,Full,coral
#,1,filter_4_Inf_6_17.wav,Anchor_Temporal_unIntelligible,4,I didn't know what to think of this fearsome woman,88,Anchor_Temporal_unIntelligible_4,2,0.0,0,T 4,lightsteelblue
# to make a quick escape ,2,filter_20_Inf_frm01_s07.wav,Temporal,20,Tina got cued to make a quicker escape,91,Temporal_20,2,10.526315789473683,73,T 20,cornflowerblue
we saw eight tiny icicles on our roof ,4,filter_20_Inf_frm01_s14.wav,Temporal,20,We saw eight tiny icicles below our roof,94,Temporal_20,2,17.5,88,T 20,cornflowerblue
#,1,filter_Inf_1.5_frm01_s04.wav,Spectral,1.5,A fifth wheel caught speeding,97,Spectral_1.5,2,0.0,0,S 1.5,darkgreen
#,1,filter_Inf_1.2_frm01_s29.wav,Spectral,1.2,Brush fires are common in the dry underbrush of Nevada,100,Spectral_1.2,2,0.0,0,S 1.2,forestgreen
we're a team and we help each other ,7,1_37.wav,Anchor_fullyIntelligible,0,We were a team and we helped each other,103,Anchor_fullyIntelligible_0,2,15.384615384615385,86,Full,coral
don ask me to carry # like that ,3,filter_Inf_1.2_frm01_s11.wav,Spectral,1.2,Don't ask me to carry an oily rag like that,106,Spectral_1.2,2,13.953488372093023,81,S 1.2,forestgreen
he was ##,2,filter_23_Inf_frm01_s09.wav,Temporal,23,Here I was in Miami and Illinois,109,Temporal_23,2,3.125,32,T 23,royalblue
orders,2,filter_23_Inf_frm01_s25.wav,Temporal,23,Military personnel are expected to obey government orders,112,Temporal_23,2,1.7543859649122806,19,T 23,royalblue
what if she was just naturally soppy about ##,3,filter_Inf_1.5_frm01_s31.wav,Spectral,1.5,Was she just naturally sloppy about everything but her physical appearance,115,Spectral_1.5,2,6.756756756756757,62,S 1.5,darkgreen
everyones an influencer she says ,7,1_74.wav,Anchor_fullyIntelligible,0,Everyone's an influencer shes says,118,Anchor_fullyIntelligible_0,2,8.823529411764707,94,Full,coral
## meeting at 2 ,2,filter_Inf_1.2_frm01_s24.wav,Spectral,1.2,If Carol comes tomorrow have her arrange for a meeting at two,121,Spectral_1.2,2,3.278688524590164,30,S 1.2,forestgreen
how much will it cost to do any of the same modernizing and decorating ,3,filter_20_Inf_frm01_s30.wav,Temporal,20,How much will it cost to do any necessary modernizing and redecorating,124,Temporal_20,2,14.285714285714285,74,T 20,cornflowerblue
#,1,filter_20_Inf_frm01_s27.wav,Temporal,20,The fish began to leap frantically on the surface of the small lake,127,Temporal_20,2,0.0,0,T 20,cornflowerblue
#,1,filter_4_Inf_2_38.wav,Anchor_Temporal_unIntelligible,4,The same will happen in other countries,130,Anchor_Temporal_unIntelligible_4,2,0.0,0,T 4,lightsteelblue
#,1,filter_Inf_0.4_2_45.wav,Anchor_Spectral_unIntelligible,0.4,I do like parties though,133,Anchor_Spectral_unIntelligible_0.4,2,0.0,0,S 0.4,limegreen
##all year,2,filter_23_Inf_frm01_s10.wav,Temporal,23,She had your dark suit in greasy wash water all year,136,Temporal_23,2,1.9230769230769231,27,T 23,royalblue
## sleeping pill,2,filter_20_Inf_frm01_s12.wav,Temporal,20,A boring novel is a superb sleeping pill,139,Temporal_20,2,5.0,49,T 20,cornflowerblue
#,1,filter_23_Inf_frm01_s15.wav,Temporal,23,Each untimely income loss coincided with the breakdown of a heating system part,142,Temporal_23,2,0.0,0,T 23,royalblue
that's the ultimate awesome thing ,7,2_6.wav,Anchor_fullyIntelligible,0,That's the ultimate awesome thing,145,Anchor_fullyIntelligible_0,2,15.151515151515152,100,Full,coral
dont ask me to carry anyone else like that ,3,filter_20_Inf_frm01_s11.wav,Temporal,20,Don't ask me to carry an oily rag like that,4,Temporal_20,3,13.953488372093023,75,T 20,cornflowerblue
#,1,filter_4_Inf_1_33.wav,Anchor_Temporal_unIntelligible,4,They decided to do it anyway,7,Anchor_Temporal_unIntelligible_4,3,0.0,0,T 4,lightsteelblue
concerned with the brakdown of the heating system part ,4,filter_Inf_1.5_frm01_s15.wav,Spectral,1.5,Each untimely income loss coincided with the breakdown of a heating system part,10,Spectral_1.5,3,7.59493670886076,75,S 1.5,darkgreen
fresh files are coming in,2,filter_Inf_1.5_frm01_s29.wav,Spectral,1.5,Brush fires are common in the dry underbrush of Nevada,13,Spectral_1.5,3,3.7037037037037033,46,S 1.5,darkgreen
to help with trades ,2,filter_Inf_1.5_frm01_s32.wav,Spectral,1.5,Is a relaxed home atmosphere enough to help her outgrow these traits,16,Spectral_1.5,3,2.941176470588235,37,S 1.5,darkgreen
its been about two year since shotguns ,3,filter_23_Inf_frm01_s05.wav,Temporal,23,It's been about two years since Davey kept shotguns,19,Temporal_23,3,9.803921568627452,85,T 23,royalblue
alistairs ability to work without supervision is not worthy ,3,filter_23_Inf_frm01_s22.wav,Temporal,23,Alice's ability to work without supervision is noteworthy,22,Temporal_23,3,10.526315789473683,79,T 23,royalblue
They exchanged gifts ,7,1_65.wav,Anchor_fullyIntelligible,0,They exchanged gifts,25,Anchor_fullyIntelligible_0,3,15.0,100,Full,coral
we articles flower roof ,2,filter_20_Inf_frm01_s14.wav,Temporal,20,We saw eight tiny icicles below our roof,28,Temporal_20,3,5.0,54,T 20,cornflowerblue
tooth fairy forgot to come when tooth fell out ,4,filter_20_Inf_frm01_s21.wav,Temporal,20,The tooth fairy forgot to come when Roger's tooth fell out,31,Temporal_20,3,13.793103448275861,88,T 20,cornflowerblue
we were a team and we helped each other ,7,1_37.wav,Anchor_fullyIntelligible,0,We were a team and we helped each other,34,Anchor_fullyIntelligible_0,3,20.51282051282051,100,Full,coral
there was ,2,filter_20_Inf_frm01_s09.wav,Temporal,20,Here I was in Miami and Illinois,37,Temporal_20,3,3.125,39,T 20,cornflowerblue
a boring novel is a supreb sleeping pill,4,filter_20_Inf_frm01_s12.wav,Temporal,20,A boring novel is a superb sleeping pill,40,Temporal_20,3,15.0,98,T 20,cornflowerblue
Everyones an influencer she says ,7,1_74.wav,Anchor_fullyIntelligible,0,Everyone's an influencer shes says,43,Anchor_fullyIntelligible_0,3,8.823529411764707,94,Full,coral
#,1,filter_Inf_1.2_frm01_s02.wav,Spectral,1.2,Stop each car if it's little,46,Spectral_1.2,3,0.0,0,S 1.2,forestgreen
laughter see honey,2,filter_23_Inf_frm01_s26.wav,Temporal,23,Laugh dance and sing if fortune smiles upon you,49,Temporal_23,3,0.0,37,T 23,royalblue
married in 1965,3,filter_Inf_0.4_1_54.wav,Anchor_Spectral_unIntelligible,0.4,They married in 1965,52,Anchor_Spectral_unIntelligible_0.4,3,15.0,86,S 0.4,limegreen
#,1,filter_Inf_0.4_6_17.wav,Anchor_Spectral_unIntelligible,0.4,I didn't know what to think of this fearsome woman,55,Anchor_Spectral_unIntelligible_0.4,3,0.0,0,S 0.4,limegreen
well she doesnt actually stop me ,3,filter_Inf_1.2_frm01_s31.wav,Spectral,1.2,Was she just naturally sloppy about everything but her physical appearance,58,Spectral_1.2,3,1.3513513513513513,38,S 1.2,forestgreen
got hugh to make a quicker escape ,3,filter_23_Inf_frm01_s07.wav,Temporal,23,Tina got cued to make a quicker escape,61,Temporal_23,3,15.789473684210526,79,T 23,royalblue
three course meeting ,2,filter_20_Inf_frm01_s04.wav,Temporal,20,A fifth wheel caught speeding,64,Temporal_20,3,0.0,49,T 20,cornflowerblue
another one bites the dust ,7,6_22.wav,Anchor_fullyIntelligible,0,Another bites the dust,67,Anchor_fullyIntelligible_0,3,18.181818181818183,92,Full,coral
she called her brother randy ,7,1_1.wav,Anchor_fullyIntelligible,0,"she called her brother, Randy",70,Anchor_fullyIntelligible_0,3,13.793103448275861,100,Full,coral
she has no recollection of this phone call ,7,1_2.wav,Anchor_fullyIntelligible,0,she has no recollection ofthis phone call,73,Anchor_fullyIntelligible_0,3,14.634146341463413,89,Full,coral
#,7,filter_Inf_0.4_2_6.wav,Anchor_Spectral_unIntelligible,0.4,That's the ultimate awesome thing,76,Anchor_Spectral_unIntelligible_0.4,3,0.0,0,S 0.4,limegreen
dark seating ,2,filter_Inf_1.2_frm01_s10.wav,Spectral,1.2,She had your dark suit in greasy wash water all year,79,Spectral_1.2,3,1.9230769230769231,28,S 1.2,forestgreen
some episodes need affirmative action,4,filter_20_Inf_frm01_s17.wav,Temporal,20,The sermon emphasized the need for afirmative action,82,Temporal_20,3,3.8461538461538463,70,T 20,cornflowerblue
with me for four hours ,3,filter_Inf_1.2_frm01_s19.wav,Spectral,1.2,Cory and Trish played tag with beach balls for hours,85,Spectral_1.2,3,5.769230769230769,51,S 1.2,forestgreen
#,1,filter_4_Inf_2_22.wav,Anchor_Temporal_unIntelligible,4,It seems like we would be wiser to act while the window is open,88,Anchor_Temporal_unIntelligible_4,3,0.0,0,T 4,lightsteelblue
had arranged for a meeting at 2 ,4,filter_Inf_1.2_frm01_s24.wav,Spectral,1.2,If Carol comes tomorrow have her arrange for a meeting at two,91,Spectral_1.2,3,6.557377049180328,59,S 1.2,forestgreen
how much would it cost you for any nessacery modernising and redecorating ,5,filter_23_Inf_frm01_s30.wav,Temporal,23,How much will it cost to do any necessary modernizing and redecorating,94,Temporal_23,3,10.0,85,T 23,royalblue
just thought in favour of purchase,3,filter_23_Inf_frm01_s16.wav,Temporal,23,Jeff thought you argued in favor of a centrifuge purchase,97,Temporal_23,3,7.017543859649122,66,T 23,royalblue
#,1,filter_4_Inf_1_10.wav,Anchor_Temporal_unIntelligible,4,The film brings out all the tensions and colors of the time,100,Anchor_Temporal_unIntelligible_4,3,0.0,0,T 4,lightsteelblue
big brother ,2,filter_20_Inf_frm01_s20.wav,Temporal,20,The frightened child was gently subdued by his big brother,103,Temporal_20,3,3.4482758620689653,32,T 20,cornflowerblue
charlie tree,2,filter_Inf_1.5_frm01_s06.wav,Spectral,1.5,Charlie did you think to measure the tree,106,Spectral_1.5,3,4.878048780487805,45,S 1.5,darkgreen
special task forces rescued three hostages from kidnappers ,5,filter_Inf_1.5_frm01_s23.wav,Spectral,1.5,Special task forces rescue hostages from kidnappers,109,Spectral_1.5,3,11.76470588235294,94,S 1.5,darkgreen
a crowd ,2,filter_Inf_0.4_1_34.wav,Anchor_Spectral_unIntelligible,0.4,They played anywhere they could draw a crowd,112,Anchor_Spectral_unIntelligible_0.4,3,4.545454545454546,27,S 0.4,limegreen
judges,2,filter_Inf_1.2_frm01_s08.wav,Spectral,1.2,Joe books very few judges,115,Spectral_1.2,3,4.0,39,S 1.2,forestgreen
lower speed up ahead ,3,filter_23_Inf_frm01_s03.wav,Temporal,23,Play in the street up ahead,118,Temporal_23,3,7.4074074074074066,60,T 23,royalblue
it doesnt matter ,2,filter_23_Inf_frm01_s01.wav,Temporal,23,If it doesn't matter who wins why do we keep score,121,Temporal_23,3,4.0,45,T 23,royalblue
Kindergarten children decorated the classroom for all holidays ,5,filter_Inf_1.5_frm01_s18.wav,Spectral,1.5,Kindergarten children decorate their classrooms for all holidays,124,Spectral_1.5,3,7.8125,97,S 1.5,darkgreen
call ambulance for medical assistance ,5,filter_Inf_1.2_frm01_s13.wav,Spectral,1.2,Call an ambulance for medical assistance,127,Spectral_1.2,3,12.5,96,S 1.2,forestgreen
small egg ,3,filter_Inf_1.2_frm01_s27.wav,Spectral,1.2,The fish began to leap frantically on the surface of the small lake,130,Spectral_1.2,3,1.4925373134328357,21,S 1.2,forestgreen
Military personal are expected orders ,4,filter_Inf_1.5_frm01_s25.wav,Spectral,1.5,Military personnel are expected to obey government orders,133,Spectral_1.5,3,7.017543859649122,77,S 1.5,darkgreen
#,1,filter_4_Inf_2_21.wav,Anchor_Temporal_unIntelligible,4,The answer is in technology,136,Anchor_Temporal_unIntelligible_4,3,0.0,0,T 4,lightsteelblue
it was quite a bit better I liked it ,7,2_46.wav,Anchor_fullyIntelligible,0,It was quite a bit better I liked it,139,Anchor_fullyIntelligible_0,3,22.22222222222222,100,Full,coral
easy going ,2,filter_Inf_1.5_frm01_s28.wav,Spectral,1.5,The easygoing zoologist relaxed throughout the voyage,142,Spectral_1.5,3,0.0,29,S 1.5,darkgreen
she has always loved history ,7,1_11.wav,Anchor_fullyIntelligible,0,She has always loved history,145,Anchor_fullyIntelligible_0,3,17.857142857142858,100,Full,coral
#,2,filter_20_Inf_frm01_s18.wav,Temporal,20,Kindergarten children decorate their classrooms for all holidays,4,Temporal_20,4,0.0,0,T 20,cornflowerblue
#,2,filter_Inf_1.2_frm01_s24.wav,Spectral,1.2,If Carol comes tomorrow have her arrange for a meeting at two,7,Spectral_1.2,4,0.0,0,S 1.2,forestgreen
#,3,filter_23_Inf_frm01_s26.wav,Temporal,23,Laugh dance and sing if fortune smiles upon you,10,Temporal_23,4,0.0,0,T 23,royalblue
#,3,filter_20_Inf_frm01_s25.wav,Temporal,20,Military personnel are expected to obey government orders,13,Temporal_20,4,0.0,0,T 20,cornflowerblue
judges,3,filter_23_Inf_frm01_s08.wav,Temporal,23,Joe books very few judges,16,Temporal_23,4,4.0,39,T 23,royalblue
judging people for hours,3,filter_20_Inf_frm01_s19.wav,Temporal,20,Cory and Trish played tag with beach balls for hours,19,Temporal_20,4,3.8461538461538463,37,T 20,cornflowerblue
#,1,filter_4_Inf_2_22.wav,Anchor_Temporal_unIntelligible,4,It seems like we would be wiser to act while the window is open,22,Anchor_Temporal_unIntelligible_4,4,0.0,0,T 4,lightsteelblue
organising and redecorating,4,filter_Inf_1.5_frm01_s30.wav,Spectral,1.5,How much will it cost to do any necessary modernizing and redecorating,25,Spectral_1.5,4,2.857142857142857,49,S 1.5,darkgreen
#,2,filter_20_Inf_frm01_s02.wav,Temporal,20,Stop each car if it's little,28,Temporal_20,4,0.0,0,T 20,cornflowerblue
#,2,filter_20_Inf_frm01_s29.wav,Temporal,20,Brush fires are common in the dry underbrush of Nevada,31,Temporal_20,4,0.0,0,T 20,cornflowerblue
#,1,filter_Inf_0.4_1_1.wav,Anchor_Spectral_unIntelligible,0.4,"she called her brother, Randy",34,Anchor_Spectral_unIntelligible_0.4,4,0.0,0,S 0.4,limegreen
#,1,filter_23_Inf_frm01_s33.wav,Temporal,23,The same shelter could be built into an embankment or below ground level,37,Temporal_23,4,0.0,0,T 23,royalblue
they exchanged gifts,7,1_65.wav,Anchor_fullyIntelligible,0,They exchanged gifts,40,Anchor_fullyIntelligible_0,4,15.0,100,Full,coral
#,3,filter_Inf_1.5_frm01_s20.wav,Spectral,1.5,The frightened child was gently subdued by his big brother,43,Spectral_1.5,4,0.0,0,S 1.5,darkgreen
buy trains,4,filter_20_Inf_frm01_s32.wav,Temporal,20,Is a relaxed home atmosphere enough to help her outgrow these traits,46,Temporal_20,4,0.0,18,T 20,cornflowerblue
everyones an influencer she says,7,1_74.wav,Anchor_fullyIntelligible,0,Everyone's an influencer shes says,49,Anchor_fullyIntelligible_0,4,8.823529411764707,94,Full,coral
#,1,filter_4_Inf_2_45.wav,Anchor_Temporal_unIntelligible,4,I do like parties though,52,Anchor_Temporal_unIntelligible_4,4,0.0,0,T 4,lightsteelblue
roof,3,filter_Inf_1.2_frm01_s14.wav,Spectral,1.2,We saw eight tiny icicles below our roof,55,Spectral_1.2,4,2.5,18,S 1.2,forestgreen
#,3,filter_23_Inf_frm01_s12.wav,Temporal,23,A boring novel is a superb sleeping pill,58,Temporal_23,4,0.0,0,T 23,royalblue
#,3,filter_Inf_1.2_frm01_s21.wav,Spectral,1.2,The tooth fairy forgot to come when Roger's tooth fell out,61,Spectral_1.2,4,0.0,0,S 1.2,forestgreen
dont ask me to  when you act like that,5,filter_Inf_1.2_frm01_s11.wav,Spectral,1.2,Don't ask me to carry an oily rag like that,64,Spectral_1.2,4,11.627906976744185,62,S 1.2,forestgreen
if love is something you cherish,7,6_23.wav,Anchor_fullyIntelligible,0,If love is something you cherish,67,Anchor_fullyIntelligible_0,4,18.75,100,Full,coral
she has always loved history,7,1_11.wav,Anchor_fullyIntelligible,0,She has always loved history,70,Anchor_fullyIntelligible_0,4,17.857142857142858,100,Full,coral
train,3,filter_23_Inf_frm01_s06.wav,Temporal,23,Charlie did you think to measure the tree,73,Temporal_23,4,0.0,17,T 23,royalblue
something like that,4,filter_Inf_0.4_2_53.wav,Anchor_Spectral_unIntelligible,0.4,I may need to do something like that,76,Anchor_Spectral_unIntelligible_0.4,4,8.333333333333332,69,S 0.4,limegreen
#,1,filter_Inf_0.4_1_34.wav,Anchor_Spectral_unIntelligible,0.4,They played anywhere they could draw a crowd,79,Anchor_Spectral_unIntelligible_0.4,4,0.0,0,S 0.4,limegreen
special task force rescues hostages and ,5,filter_Inf_1.2_frm01_s23.wav,Spectral,1.2,Special task forces rescue hostages from kidnappers,82,Spectral_1.2,4,5.88235294117647,76,S 1.2,forestgreen
#,1,filter_4_Inf_1_33.wav,Anchor_Temporal_unIntelligible,4,They decided to do it anyway,85,Anchor_Temporal_unIntelligible_4,4,0.0,0,T 4,lightsteelblue
some episodes need no intruduction,3,filter_Inf_1.5_frm01_s17.wav,Spectral,1.5,The sermon emphasized the need for afirmative action,88,Spectral_1.5,4,1.9230769230769231,40,S 1.5,darkgreen
worker thats not,3,filter_Inf_1.5_frm01_s22.wav,Spectral,1.5,Alice's ability to work without supervision is noteworthy,91,Spectral_1.5,4,0.0,33,S 1.5,darkgreen
i hope im not being reductive,6,6_41.wav,Anchor_fullyIntelligible,0,I hope I'm not beeing reductive,94,Anchor_fullyIntelligible_0,4,12.903225806451612,97,Full,coral
#,3,filter_Inf_1.5_frm01_s05.wav,Spectral,1.5,It's been about two years since Davey kept shotguns,97,Spectral_1.5,4,0.0,0,S 1.5,darkgreen
#,1,filter_4_Inf_2_38.wav,Anchor_Temporal_unIntelligible,4,The same will happen in other countries,100,Anchor_Temporal_unIntelligible_4,4,0.0,0,T 4,lightsteelblue
small egg,4,filter_20_Inf_frm01_s27.wav,Temporal,20,The fish began to leap frantically on the surface of the small lake,103,Temporal_20,4,1.4925373134328357,21,T 20,cornflowerblue
speed of a hair,4,filter_23_Inf_frm01_s03.wav,Temporal,23,Play in the street up ahead,106,Temporal_23,4,0.0,43,T 23,royalblue
played after you practiced,4,filter_Inf_1.5_frm01_s16.wav,Spectral,1.5,Jeff thought you argued in favor of a centrifuge purchase,109,Spectral_1.5,4,1.7543859649122806,36,S 1.5,darkgreen
i would say im counting on it but it could happen,6,2_33.wav,Anchor_fullyIntelligible,0,I wouldn't say I'm counting on it but it could happen,112,Anchor_fullyIntelligible_0,4,15.09433962264151,94,Full,coral
difficulty,5,filter_Inf_1.2_frm01_s04.wav,Spectral,1.2,A fifth wheel caught speeding,115,Spectral_1.2,4,0.0,21,S 1.2,forestgreen
where was my ,3,filter_23_Inf_frm01_s09.wav,Temporal,23,Here I was in Miami and Illinois,118,Temporal_23,4,3.125,27,T 23,royalblue
#,2,filter_Inf_0.4_1_37.wav,Anchor_Spectral_unIntelligible,0.4,We were a team and we helped each other,121,Anchor_Spectral_unIntelligible_0.4,4,0.0,0,S 0.4,limegreen
everybody,2,filter_Inf_1.2_frm01_s01.wav,Spectral,1.2,If it doesn't matter who wins why do we keep score,124,Spectral_1.2,4,0.0,17,S 1.2,forestgreen
they married in 1965,7,1_54.wav,Anchor_fullyIntelligible,0,They married in 1965,127,Anchor_fullyIntelligible_0,4,20.0,100,Full,coral
to relax,3,filter_Inf_1.5_frm01_s28.wav,Spectral,1.5,The easygoing zoologist relaxed throughout the voyage,130,Spectral_1.5,4,0.0,26,S 1.5,darkgreen
medical assistance,4,filter_20_Inf_frm01_s13.wav,Temporal,20,Call an ambulance for medical assistance,133,Temporal_20,4,5.0,62,T 20,cornflowerblue
stop single parents,3,filter_Inf_1.2_frm01_s31.wav,Spectral,1.2,Was she just naturally sloppy about everything but her physical appearance,136,Spectral_1.2,4,0.0,32,S 1.2,forestgreen
this is the right thing to do,7,1_73.wav,Anchor_fullyIntelligible,0,This is the right thing to do,139,Anchor_fullyIntelligible_0,4,24.137931034482758,100,Full,coral
aging system,4,filter_Inf_1.5_frm01_s15.wav,Spectral,1.5,Each untimely income loss coincided with the breakdown of a heating system part,142,Spectral_1.5,4,1.2658227848101267,24,S 1.5,darkgreen
quickest fit,4,filter_23_Inf_frm01_s07.wav,Temporal,23,Tina got cued to make a quicker escape,145,Temporal_23,4,0.0,36,T 23,royalblue
#,1,filter_4_Inf_6_41.wav,Anchor_Temporal_unIntelligible,4,I hope I'm not beeing reductive,4,Anchor_Temporal_unIntelligible_4,5,0.0,0,T 4,lightsteelblue
#,1,filter_Inf_1.2_frm01_s12.wav,Spectral,1.2,A boring novel is a superb sleeping pill,7,Spectral_1.2,5,0.0,0,S 1.2,forestgreen
#,1,filter_23_Inf_frm01_s01.wav,Temporal,23,If it doesn't matter who wins why do we keep score,10,Temporal_23,5,0.0,0,T 23,royalblue
We married in 1965.,5,1_54.wav,Anchor_fullyIntelligible,0,They married in 1965,13,Anchor_fullyIntelligible_0,5,10.0,89,Full,coral
#,1,filter_Inf_1.5_frm01_s04.wav,Spectral,1.5,A fifth wheel caught speeding,16,Spectral_1.5,5,0.0,0,S 1.5,darkgreen
She has no recollection of this phonecall.,5,1_2.wav,Anchor_fullyIntelligible,0,she has no recollection ofthis phone call,19,Anchor_fullyIntelligible_0,5,9.75609756097561,78,Full,coral
#,1,filter_20_Inf_frm01_s11.wav,Temporal,20,Don't ask me to carry an oily rag like that,22,Temporal_20,5,0.0,0,T 20,cornflowerblue
Talking about.,2,filter_Inf_1.5_frm01_s31.wav,Spectral,1.5,Was she just naturally sloppy about everything but her physical appearance,25,Spectral_1.5,5,0.0,23,S 1.5,darkgreen
Self this morning.,2,filter_20_Inf_frm01_s27.wav,Temporal,20,The fish began to leap frantically on the surface of the small lake,28,Temporal_20,5,0.0,26,T 20,cornflowerblue
I don't know why.,2,filter_4_Inf_2_6.wav,Anchor_Temporal_unIntelligible,4,That's the ultimate awesome thing,31,Anchor_Temporal_unIntelligible_4,5,0.0,29,T 4,lightsteelblue
Act while the door was open.,2,filter_Inf_0.4_2_22.wav,Anchor_Spectral_unIntelligible,0.4,It seems like we would be wiser to act while the window is open,34,Anchor_Spectral_unIntelligible_0.4,5,4.761904761904762,47,S 0.4,limegreen
The answer is in technology.,5,filter_Inf_0.4_2_21.wav,Anchor_Spectral_unIntelligible,0.4,The answer is in technology,37,Anchor_Spectral_unIntelligible_0.4,5,14.814814814814813,100,S 0.4,limegreen
#,1,filter_4_Inf_1_74.wav,Anchor_Temporal_unIntelligible,4,Everyone's an influencer shes says,40,Anchor_Temporal_unIntelligible_4,5,0.0,0,T 4,lightsteelblue
Something tells me-connection.,2,filter_Inf_1.2_frm01_s17.wav,Spectral,1.2,The sermon emphasized the need for afirmative action,43,Spectral_1.2,5,0.0,42,S 1.2,forestgreen
#,1,filter_20_Inf_frm01_s07.wav,Temporal,20,Tina got cued to make a quicker escape,46,Temporal_20,5,0.0,0,T 20,cornflowerblue
#,1,filter_23_Inf_frm01_s29.wav,Temporal,23,Brush fires are common in the dry underbrush of Nevada,49,Temporal_23,5,0.0,0,T 23,royalblue
I may to do something like that.,7,2_53.wav,Anchor_fullyIntelligible,0,I may need to do something like that,52,Anchor_fullyIntelligible_0,5,16.666666666666664,93,Full,coral
System part.,2,filter_Inf_1.5_frm01_s15.wav,Spectral,1.5,Each untimely income loss coincided with the breakdown of a heating system part,55,Spectral_1.5,5,1.2658227848101267,24,S 1.5,darkgreen
Arranged for a meeting at 2.,4,filter_Inf_1.2_frm01_s24.wav,Spectral,1.2,If Carol comes tomorrow have her arrange for a meeting at two,58,Spectral_1.2,5,6.557377049180328,55,S 1.2,forestgreen
And that was not right.,6,2_54.wav,Anchor_fullyIntelligible,0,And that was not right,61,Anchor_fullyIntelligible_0,5,18.181818181818183,100,Full,coral
Personality-government orders.,3,filter_Inf_1.5_frm01_s25.wav,Spectral,1.5,Military personnel are expected to obey government orders,64,Spectral_1.5,5,0.0,60,S 1.5,darkgreen
#,1,filter_4_Inf_1_65.wav,Anchor_Temporal_unIntelligible,4,They exchanged gifts,67,Anchor_Temporal_unIntelligible_4,5,0.0,0,T 4,lightsteelblue
We help each other.,2,filter_Inf_0.4_1_37.wav,Anchor_Spectral_unIntelligible,0.4,We were a team and we helped each other,70,Anchor_Spectral_unIntelligible_0.4,5,5.128205128205128,63,S 0.4,limegreen
Correct-knowledge.,2,filter_20_Inf_frm01_s28.wav,Temporal,20,The easygoing zoologist relaxed throughout the voyage,73,Temporal_20,5,0.0,23,T 20,cornflowerblue
#,1,filter_Inf_1.2_frm01_s10.wav,Spectral,1.2,She had your dark suit in greasy wash water all year,76,Spectral_1.2,5,0.0,0,S 1.2,forestgreen
#,1,filter_Inf_1.2_frm01_s02.wav,Spectral,1.2,Stop each car if it's little,79,Spectral_1.2,5,0.0,0,S 1.2,forestgreen
Enjoyed-hours.,2,filter_Inf_1.2_frm01_s19.wav,Spectral,1.2,Cory and Trish played tag with beach balls for hours,82,Spectral_1.2,5,0.0,28,S 1.2,forestgreen
#,1,filter_20_Inf_frm01_s14.wav,Temporal,20,We saw eight tiny icicles below our roof,85,Temporal_20,5,0.0,0,T 20,cornflowerblue
#,1,filter_Inf_1.5_frm01_s18.wav,Spectral,1.5,Kindergarten children decorate their classrooms for all holidays,88,Spectral_1.5,5,0.0,0,S 1.5,darkgreen
Ability-supervision.,2,filter_23_Inf_frm01_s22.wav,Temporal,23,Alice's ability to work without supervision is noteworthy,91,Temporal_23,5,0.0,50,T 23,royalblue
Been about 2 years.,3,filter_Inf_1.2_frm01_s05.wav,Spectral,1.2,It's been about two years since Davey kept shotguns,94,Spectral_1.2,5,3.9215686274509802,46,S 1.2,forestgreen
Management.,2,filter_20_Inf_frm01_s30.wav,Temporal,20,How much will it cost to do any necessary modernizing and redecorating,97,Temporal_20,5,0.0,20,T 20,cornflowerblue
#,1,filter_23_Inf_frm01_s03.wav,Temporal,23,Play in the street up ahead,100,Temporal_23,5,0.0,0,T 23,royalblue
It was quite a bit better-I liked it.,7,2_46.wav,Anchor_fullyIntelligible,0,It was quite a bit better I liked it,103,Anchor_fullyIntelligible_0,5,16.666666666666664,100,Full,coral
#,1,filter_Inf_1.5_frm01_s06.wav,Spectral,1.5,Charlie did you think to measure the tree,106,Spectral_1.5,5,0.0,0,S 1.5,darkgreen
Welcome.,2,filter_23_Inf_frm01_s26.wav,Temporal,23,Laugh dance and sing if fortune smiles upon you,109,Temporal_23,5,0.0,15,T 23,royalblue
#,1,filter_Inf_0.4_1_33.wav,Anchor_Spectral_unIntelligible,0.4,They decided to do it anyway,112,Anchor_Spectral_unIntelligible_0.4,5,0.0,0,S 0.4,limegreen
The film brings out all the tensions and colour of the time.,7,1_10.wav,Anchor_fullyIntelligible,0,The film brings out all the tensions and colors of the time,115,Anchor_fullyIntelligible_0,5,13.559322033898304,98,Full,coral
"She called her brother,Randy.",7,1_1.wav,Anchor_fullyIntelligible,0,"she called her brother, Randy",118,Anchor_fullyIntelligible_0,5,10.344827586206897,100,Full,coral
#,1,filter_23_Inf_frm01_s20.wav,Temporal,23,The frightened child was gently subdued by his big brother,121,Temporal_23,5,0.0,0,T 23,royalblue
